rider_id,arrival_week,arrival_time,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_area,dropoff_area,solo_length,quoted_price,convert_or_not,waiting_time,matching_outcome
8475,5,155.0,41.8140038222,-87.6116848803,41.8809944707,-87.6327464887,38,32,4.753858443296609,0.5740314566509883,0,,
8478,5,161.0,41.8416911186,-87.6125639471,41.8853000224,-87.6428084655,35,28,3.3912668992565407,0.6427196958731439,0,,
8483,5,170.0,41.7697780588,-87.7269298425,41.795430631,-87.6964352325,65,63,2.368528342517829,0.7810362851934936,0,,
8484,5,172.0,41.9075200747,-87.6266589003,41.8809944707,-87.6327464887,8,32,1.859295941058006,0.5469221195112198,0,,
8485,5,173.0,41.8785943576,-87.7302324284,41.7923572233,-87.6179313803,26,40,8.302067207913405,0.5786839750510382,0,,
8487,5,178.0,41.9217783562,-87.6414597588,41.8849871918,-87.6209929134,7,32,2.751298806435257,0.502420979476925,0,,
8488,5,186.0,41.9360865352,-87.6661106945,41.8852813201,-87.6572331997,6,28,3.5398602234341703,0.4880726012372988,0,,
8492,5,194.0,41.859349715,-87.6173580061,41.8679024175,-87.6429586652,33,28,1.4437883861115282,0.6630972965023681,0,,
8496,5,201.0,41.7621651218,-87.5902857319,41.7905062613,-87.5831437169,43,41,1.9924657076199288,0.6104595955956872,0,,
8502,5,214.0,41.7470857284,-87.5573895394,41.8849871918,-87.6209929134,46,32,10.075291132876826,0.7337297289773487,0,,
8504,5,216.0,41.7904693995,-87.6012851221,41.9066507664,-87.6653376596,41,24,8.677946046428255,0.5491219095617887,0,,
8508,5,220.0,41.969205937,-87.7231689742,41.9725625375,-87.6788459662,14,4,2.288649667904691,0.7325522105660868,0,,
8511,5,223.0,41.9075200747,-87.6266589003,41.8679024175,-87.6429586652,8,28,2.8628392264008222,0.4745289851052724,0,,
8513,5,226.0,41.7559614313,-87.551994147,41.7662994252,-87.5993944745,43,69,2.545234942384172,0.6405942372199742,0,,
8516,5,228.0,41.7904693995,-87.6012851221,41.8849871918,-87.6209929134,41,32,6.608887372419163,0.6220553498977238,0,,
8517,5,229.0,41.9192250505,-87.671445766,41.8809944707,-87.6327464887,22,32,3.307304355896485,0.4967584439781074,0,,
8518,5,238.0,41.9581548757,-87.6530217894,41.8774061234,-87.6219716519,3,32,5.803098864494034,0.6007049113851959,0,,
8521,5,244.0,41.9217783562,-87.6414597588,41.8852813201,-87.6572331997,7,28,2.648950431566556,0.4106284124623749,0,,
8524,5,251.0,41.7457577128,-87.7083657043,41.7442051463,-87.6563059862,70,71,2.6859091598338014,0.6009606616283036,0,,
8526,5,260.0,41.8785943576,-87.7302324284,41.9012069941,-87.6763559892,26,24,3.181238776812949,0.6380906660131642,0,,
8529,5,276.0,41.7131033946,-87.6660835308,41.6960577638,-87.6162675703,72,49,2.8267460325610165,0.8929288007145939,0,,
8531,5,283.0,41.938232293,-87.6467820813,41.8852813201,-87.6572331997,6,28,3.697817804139384,0.428821409917368,0,,
8532,5,283.0,41.968069,-87.7215590627,41.9751709433,-87.6875155152,14,4,1.816332297846308,0.6451483705104261,0,,
8537,5,293.0,41.9063227109,-87.7215382944,41.8920421365,-87.6318639497,23,8,4.716115694244127,0.6746562015549545,0,,
8541,5,299.0,41.9012069941,-87.6763559892,41.8789144956,-87.7058971305,24,27,2.1635949435752235,0.5177191010396816,0,,
8545,5,306.0,41.7718485152,-87.695666342,41.795430631,-87.6964352325,66,63,1.6298505002770538,0.6869226807004384,0,,
8546,5,306.0,41.7764087929,-87.7519402692,41.7687668368,-87.6493598032,64,68,5.3122270269464575,0.7653129882897167,0,,
8547,5,310.0,41.9067713317,-87.6810252307,41.8792550844,-87.642648998,24,28,2.740507705477558,0.3860881094057639,0,,
8549,5,311.0,41.7971534246,-87.5823657023,41.8920421365,-87.6318639497,41,8,7.033819768833614,0.5582511829196418,0,,
8555,5,317.0,41.9432371225,-87.6434709559,41.957735565,-87.683718102,6,5,2.2979899303072737,0.4662821502076235,0,,
8560,5,323.0,41.7681062939,-87.6980008039,41.7764307773,-87.6376353868,66,68,3.163344570586021,0.6641140831493698,0,,
8563,5,330.0,41.8441449609,-87.6829962096,41.8716894745,-87.6540926517,31,28,2.415435352558968,0.5213016672127576,0,,
8565,5,335.0,41.8204569069,-87.6006915709,41.8792550844,-87.642648998,36,28,4.600829152601651,0.7574123304256826,0,,
8566,5,335.0,41.8785943576,-87.7302324284,41.8906088526,-87.7560467111,26,25,1.5659972402284776,0.7130060875278234,0,,
8570,5,346.0,41.9129253704,-87.7753675003,41.8786674201,-87.6716536214,25,28,5.835644269656471,0.5403001529994674,0,,
8572,5,347.0,41.8786674201,-87.6716536214,41.922082541,-87.6341560931,28,7,3.5660657962148443,0.5824894876151839,0,,
8578,5,355.0,41.782532364,-87.7080444156,41.8919715078,-87.6129454143,66,8,9.007895207538205,0.6895129269778795,0,,
8580,5,357.0,41.8129489392,-87.6178596758,41.7632467988,-87.6161341112,38,69,3.435241241712887,0.5431008546986615,0,,
8581,5,357.0,41.8906088526,-87.7560467111,41.874005383,-87.6635175498,25,28,4.8961119445974495,0.655344892540485,0,,
8582,5,359.0,42.0085407611,-87.6949637498,41.8950334495,-87.6197106717,2,8,8.744107716328196,0.6145038487614658,0,,
8583,5,361.0,41.8350679168,-87.6431623703,41.8809944707,-87.6327464887,60,32,3.218174706650551,0.5344367771200369,0,,
8584,5,362.0,41.9067713317,-87.6810252307,41.9218774613,-87.6640782395,24,7,1.359636232917098,0.4296763198915747,0,,
8585,5,362.0,41.7764307773,-87.6376353868,41.8274002516,-87.624088952,68,35,3.5901074713322387,0.6582543467576765,0,,
8586,5,370.0,41.9196352314,-87.7296791339,41.9005603836,-87.6941973701,20,24,2.2506752460788646,0.712728062092676,0,,
8587,5,373.0,41.7065878819,-87.6233665115,41.8089162826,-87.5961833442,49,39,7.207701702567897,0.7243795738282359,0,,
8588,5,377.0,41.8625777773,-87.7201851765,41.9159097884,-87.6838259399,29,22,4.132303061463199,0.6878114023828379,0,,
8590,5,382.0,41.9116665881,-87.7339509975,41.8774061234,-87.6219716519,23,32,6.226760743959697,0.6693100603407016,0,,
8592,5,384.0,41.968069,-87.7215590627,41.9751709433,-87.6875155152,14,4,1.816332297846308,0.5638146509458285,0,,
8593,5,391.0,41.9116665881,-87.7339509975,41.8910854233,-87.7603493864,23,25,1.9659915216268575,0.5995777712456706,0,,
8595,5,396.0,41.7468832529,-87.5726073052,41.8163079956,-87.6325885208,46,37,5.706101702489905,0.7348613473817223,0,,
8596,5,396.0,41.969205937,-87.7231689742,41.9558592583,-87.7948169935,14,17,3.794786773670648,0.6713514768222014,0,,
8598,5,397.0,41.7281820611,-87.5964755956,41.8002600946,-87.6175761725,47,40,5.097460927106461,0.8892609293376292,0,,
8599,5,398.0,41.707311449,-87.5349029012,41.8571838585,-87.6203346241,52,33,11.251848034906224,0.6899653575420818,0,,
8603,5,402.0,41.9000696026,-87.7209182385,41.8789144956,-87.7058971305,23,27,1.6533128070555685,0.5947456384318414,0,,
8605,5,414.0,41.7442051463,-87.6563059862,41.7402057565,-87.6159695226,71,44,2.097782146536849,0.5982999588943623,0,,
8609,5,423.0,41.7106148902,-87.6505810959,41.695652247,-87.6714064978,73,75,1.4909293325058306,0.6195595296240662,0,,
8624,5,465.0,41.795430631,-87.6964352325,41.8108790078,-87.7263633246,63,57,1.874927962577719,0.5539149722974364,0,,
8626,5,473.0,41.8909220259,-87.6188683546,41.8809944707,-87.6327464887,8,32,0.9900030012716,0.4869985040148145,0,,
8629,5,478.0,41.7412427285,-87.551428197,41.7615779081,-87.5727819867,46,43,1.7848449605646863,0.6057760605714283,0,,
8633,5,485.0,41.962178629,-87.6453787624,41.9587978628,-87.7383939059,3,16,4.7846638761586,0.4937941113473174,0,,
8635,5,490.0,41.8790669938,-87.657005027,41.8920421365,-87.6318639497,28,8,1.573573477946947,0.4604847141422516,0,,
8637,5,498.0,41.7442051463,-87.6563059862,41.7632467988,-87.6161341112,71,69,2.45326643330865,0.6758806028611678,0,,
8640,5,504.0,41.9083786693,-87.6709450752,41.8809944707,-87.6327464887,24,32,2.7275606020060383,0.4186405908144326,0,,
8641,5,504.0,41.785998518,-87.7509342894,41.8420111804,-87.6220364612,56,35,7.683583386614587,0.5990382724865114,0,,
8642,5,505.0,41.9354389148,-87.693325868,41.958055933,-87.6603894557,21,3,2.303654141580732,0.517181898530085,0,,
8645,5,508.0,41.8566586145,-87.715732633,41.9374939696,-87.7099873375,29,21,5.593001545376466,0.5713164193013056,0,,
8646,5,508.0,41.9083786693,-87.6709450752,41.8932163595,-87.6378442095,24,8,1.9987948798025448,0.5191692598404538,0,,
8647,5,517.0,41.8706073724,-87.6221729369,41.8704150003,-87.6750856208,32,28,2.722430827281243,0.506953567651441,0,,
8648,5,518.0,41.8408329604,-87.7073712344,41.8162234797,-87.6516929533,30,61,3.332931246956976,0.6830055415001741,0,,
8649,5,519.0,41.6906333472,-87.5700582686,41.874005383,-87.6635175498,51,28,13.553957055485547,0.6507286701868507,0,,
8655,5,528.0,41.8847677845,-87.6841474493,41.8849871918,-87.6209929134,28,32,3.2486545411959296,0.4742983231013172,0,,
8658,5,538.0,41.7769506664,-87.5963032107,41.813200941,-87.6042092221,42,39,2.5375483099746314,0.6419713564661143,0,,
8661,5,550.0,41.9227606205,-87.6991553432,41.9000696026,-87.7209182385,22,23,1.926177568943494,0.589202050040474,0,,
8662,5,555.0,41.7632467988,-87.6161341112,41.7788768603,-87.5949254391,69,42,1.5364522496439983,0.5984170891296028,0,,
8665,5,559.0,41.874005383,-87.6635175498,41.9465114202,-87.8060200025,28,17,8.876164152806417,0.4444644592248848,0,,
8670,5,568.0,41.8081895757,-87.6990971733,41.8792550844,-87.642648998,58,28,5.705409549684006,0.6776650558654563,0,,
8682,5,598.0,42.0160464924,-87.6733337784,41.8792550844,-87.642648998,1,28,9.582022169320611,0.6981575309624117,0,,
8684,5,601.0,41.8950334495,-87.6197106717,41.9218549112,-87.6462109769,8,7,2.300243446607828,0.4713924280244949,0,,
8687,5,602.0,41.8108790078,-87.7263633246,41.8788655841,-87.6251921424,57,32,7.013062029385157,0.774640162306516,0,,
8688,5,602.0,41.8276131391,-87.6042416242,41.7904693995,-87.6012851221,36,41,2.570900725727385,0.6851963669484844,0,,
8689,5,606.0,41.9063227109,-87.7215382944,41.8809944707,-87.6327464887,23,32,4.890580225441241,0.4957497181290306,0,,
8692,5,607.0,41.859349715,-87.6173580061,41.9075200747,-87.6266589003,33,8,3.3624673451229743,0.4847789047267536,0,,
8700,5,625.0,41.8277887624,-87.6141870291,41.8716894745,-87.6540926517,35,28,3.663178158609372,0.575993953834635,0,,
8703,5,627.0,41.794090253,-87.592310855,41.8351179863,-87.6186777673,41,35,3.1431455110343456,0.7094891376845553,0,,
8705,5,632.0,41.7458424102,-87.5917077725,41.8679024175,-87.6429586652,45,28,8.836951803045679,0.6596157371749582,0,,
8706,5,637.0,41.7540875837,-87.6611066433,41.7681062939,-87.6980008039,71,66,2.1339653758725445,0.509026954387954,0,,
8707,5,637.0,41.8090182499,-87.6591665992,41.7632467988,-87.6161341112,61,69,3.862178300763007,0.700759009272034,0,,
8708,5,643.0,41.9867117999,-87.6634164054,41.96581197,-87.6558787862,76,3,1.4950442656606877,0.57354190620447,0,,
8710,5,646.0,41.8059116993,-87.5874792581,41.8774061234,-87.6219716519,39,32,5.249173999825284,0.5744441970908847,0,,
8714,5,653.0,41.9000696026,-87.7209182385,41.7402057565,-87.6159695226,23,44,12.2966055363178,0.6529459584488838,0,,
8715,5,653.0,41.8563332167,-87.6595642391,41.9286190509,-87.685362024,31,22,5.167721087223406,0.5635501997784308,0,,
8716,5,658.0,41.7442051463,-87.6563059862,41.7402057565,-87.6159695226,71,44,2.097782146536849,0.6900775495457255,0,,
8720,5,663.0,41.7615779081,-87.5727819867,41.7632467988,-87.6161341112,43,69,2.237241747214385,0.6469891896636232,0,,
8721,5,665.0,41.7759288274,-87.6665962653,41.7174930361,-87.6488950721,67,73,4.139359462642428,0.6793397388534024,0,,
8722,5,667.0,41.7925923603,-87.7696154528,42.001571027,-87.6950125892,56,2,14.940113843133457,0.6625148819464185,0,,
8724,5,668.0,41.7643597021,-87.5713420299,41.7424875717,-87.6300448953,43,44,3.382226404941308,0.6457862985127124,0,,
8725,5,669.0,41.9934409461,-87.6574177422,41.8986992296,-87.7088084239,76,23,7.058695024665986,0.6543899694551423,0,,
8730,5,679.0,41.9015669095,-87.6384040116,41.8809944707,-87.6327464887,8,32,1.4508997251250535,0.5190302347750262,0,,
8731,5,683.0,41.9157411934,-87.6922563262,41.8809944707,-87.6327464887,22,32,3.889769728266505,0.5189605712908172,0,,
8733,5,686.0,41.9535821253,-87.7234523905,41.8906088526,-87.7560467111,16,25,4.662546161672341,0.6349363216563262,0,,
8734,5,686.0,41.9581548757,-87.6530217894,41.8792550844,-87.642648998,3,28,5.47747843786357,0.6853139191201263,0,,
8735,5,686.0,41.7615779081,-87.5727819867,41.7759288274,-87.6665962653,43,67,4.9351292080152165,0.4947801794705367,0,,
8738,5,689.0,41.6636706517,-87.5409355129,41.7065878819,-87.6233665115,55,49,5.1850299498531145,0.704245738338846,0,,
8741,5,691.0,41.7899657482,-87.6985727117,41.8637871234,-87.6925159284,63,29,5.110094955473531,0.7422484445600717,0,,
8742,5,693.0,41.83380026,-87.6675715595,41.8199863127,-87.6994966972,59,58,1.9007124589740336,0.7031489160011403,0,,
8743,5,696.0,41.8474315472,-87.6635286858,41.8809944707,-87.6327464887,31,32,2.8082858612726413,0.4633629221442557,0,,
8745,5,704.0,41.8919715078,-87.6129454143,41.9218549112,-87.6462109769,8,7,2.681269605991377,0.5407365411409414,0,,
8748,5,714.0,41.9027880476,-87.6261455896,41.8809944707,-87.6327464887,8,32,1.5435923400374874,0.4844983064284954,0,,
8749,5,721.0,41.8129489392,-87.6178596758,41.8090182499,-87.6591665992,38,61,2.1445174974507943,0.513764722555887,0,,
8752,5,734.0,41.9129253704,-87.7753675003,41.8790669938,-87.657005027,25,28,6.52145128227854,0.6358433810959896,0,,
8754,5,738.0,41.919181737,-87.7212485554,41.8920421365,-87.6318639497,22,8,4.964168352707696,0.5103300534093617,0,,
8756,5,744.0,41.7065878819,-87.6233665115,41.8351179863,-87.6186777673,49,35,8.883870644322798,0.6414438423648974,0,,
8757,5,744.0,41.8716894745,-87.6540926517,41.9074128162,-87.6409015248,28,8,2.559804289522407,0.5717186708500697,0,,
8758,5,745.0,41.8679024175,-87.6429586652,41.859349715,-87.6173580061,28,33,1.4437883861115282,0.4366327654899835,0,,
8760,5,751.0,41.919181737,-87.7212485554,41.8983317935,-87.6207628651,22,8,5.364038151375269,0.576894780382918,0,,
8762,5,754.0,41.9797955506,-87.6714455473,41.8849871918,-87.6209929134,76,32,7.045286844598379,0.6440706783130867,0,,
8764,5,758.0,41.7412427285,-87.551428197,41.6601360507,-87.60284764,46,54,6.200026627920048,0.6474114246531144,0,,
8765,5,758.0,41.8481112196,-87.7075818281,41.8809944707,-87.6327464887,30,32,4.4710073060927344,0.512030701270866,0,,
8768,5,762.0,41.7397696793,-87.6389644795,41.7424875717,-87.6300448953,71,44,0.496713143419347,0.6390066720983514,0,,
8772,5,766.0,41.7910416602,-87.6231795767,41.8849871918,-87.6209929134,40,32,6.49199394720093,0.6893066071299674,0,,
8774,5,770.0,41.942577185,-87.6470785093,41.8809944707,-87.6327464887,6,32,4.318302221348628,0.4095431520718434,0,,
8776,5,774.0,41.948641657,-87.8273819062,41.8679024175,-87.6429586652,17,28,11.002251018596189,0.6702589974853854,0,,
8777,5,775.0,41.7653303702,-87.7172073437,41.8849871918,-87.6209929134,65,32,9.638039852037451,0.7021062991770497,0,,
8778,5,776.0,41.7065878819,-87.6233665115,41.7061257523,-87.5982558383,49,50,1.295669448981738,0.6404920320681219,0,,
8779,5,778.0,41.8983058696,-87.6536139825,41.8849871918,-87.6209929134,24,32,1.9136150376979384,0.4122606270561914,0,,
8780,5,780.0,41.8990616211,-87.7213158985,41.8809944707,-87.6327464887,23,32,4.723510127303287,0.5083527746811386,0,,
8789,5,798.0,41.8773834707,-87.6806541164,41.8920726347,-87.6288741572,28,8,2.850340982961688,0.5755839305124506,0,,
8790,5,799.0,41.9872255578,-87.6649377243,41.8809944707,-87.6327464887,76,32,7.524056497946986,0.7284593876189771,0,,
8792,5,800.0,41.9450692053,-87.6760627395,41.8774061234,-87.6219716519,5,32,5.439824153951662,0.6730622510847986,0,,
8794,5,805.0,41.8351179863,-87.6186777673,41.874005383,-87.6635175498,35,28,3.5417974442781954,0.6426312093454387,0,,
8800,5,818.0,41.8420111804,-87.6220364612,41.7905062613,-87.5831437169,35,41,4.083508295791069,0.5586714995702993,0,,
8801,5,818.0,41.8906088526,-87.7560467111,41.9386661962,-87.7112105933,25,21,4.04222517407124,0.5780643343003385,0,,
8802,5,820.0,41.8995897957,-87.6747191345,41.8853000224,-87.6428084655,24,28,1.9153511732562751,0.4536447793713228,0,,
8805,5,823.0,41.906025969,-87.6753116216,41.8853000224,-87.6428084655,24,28,2.20116513202311,0.4224008621140414,0,,
8808,5,826.0,41.9347624564,-87.6398538587,41.8849871918,-87.6209929134,6,32,3.573267705115521,0.5884629087020318,0,,
8810,5,830.0,41.8565067379,-87.6522612961,41.8809944707,-87.6327464887,31,32,1.9674452234853368,0.4850509683776537,0,,
8812,5,833.0,41.794090253,-87.592310855,41.7615779081,-87.5727819867,41,43,2.4614557066616665,0.6117377910815771,0,,
8815,5,841.0,41.8624142737,-87.7324696377,41.8809944707,-87.6327464887,29,32,5.288905773433687,0.5156191588460542,0,,
8817,5,849.0,41.8561441046,-87.6489783241,41.804147373,-87.7308284896,31,57,5.537513602444051,0.5127393802533668,0,,
8819,5,859.0,41.8390869059,-87.714003807,41.8788655841,-87.6251921424,30,32,5.33302526441236,0.6564112139828429,0,,
8820,5,859.0,41.7174930361,-87.6488950721,41.874005383,-87.6635175498,73,28,10.840173066662004,0.6139781160943788,0,,
8821,5,859.0,41.9283913974,-87.7049072355,41.8950334495,-87.6197106717,22,8,4.9499339203264485,0.5046465960570482,0,,
8823,5,862.0,41.8346735981,-87.6108347373,41.8382957974,-87.6967563395,35,30,4.430159764506805,0.6126312998960781,0,,
8824,5,864.0,41.7697780588,-87.7269298425,41.8108790078,-87.7263633246,65,57,2.839955070903206,0.6462414769451827,0,,
8825,5,866.0,41.8346735981,-87.6108347373,41.8612808467,-87.6305800611,35,33,2.1005873834823734,0.604606948472272,0,,
8826,5,866.0,41.783170859,-87.6035588871,41.8702687225,-87.6849139261,42,28,7.332102826227036,0.5053330712687232,0,,
8832,5,876.0,41.9066385418,-87.6895798343,41.8792550844,-87.642648998,24,28,3.066930224709535,0.4379053205078771,0,,
8838,5,895.0,41.8423039419,-87.6555162889,41.8048535215,-87.6769677545,60,61,2.813447661915538,0.6348632300259991,0,,
8840,5,901.0,41.8138063365,-87.6237680464,41.8274416865,-87.6192497579,38,35,0.9704139345573743,0.6713297094647344,0,,
8841,5,902.0,41.9227606205,-87.6991553432,41.9386661962,-87.7112105933,22,21,1.261635498857829,0.6135318060416459,0,,
8845,5,912.0,41.8484115955,-87.6914304807,41.8081895757,-87.6990971733,30,58,2.806968174195922,0.5612178993578399,0,,
8847,5,918.0,41.8679024175,-87.6429586652,41.9047120004,-87.7018845586,28,24,3.956707808031074,0.5361863426767257,0,,
8848,5,919.0,41.9272609555,-87.7655016086,41.9000696026,-87.7209182385,19,23,2.963834392706275,0.5738027175000542,0,,
8856,5,936.0,41.826854719,-87.6993365203,41.8809944707,-87.6327464887,58,32,5.073179300765228,0.5650016945759634,0,,
8863,5,945.0,41.7174930361,-87.6488950721,41.7402057565,-87.6159695226,73,44,2.3119699700235,0.7264855230036948,0,,
8865,5,947.0,41.7632467988,-87.6161341112,41.7412427285,-87.551428197,69,46,3.665486544025336,0.6845172369090977,0,,
8866,5,953.0,41.8995897957,-87.6747191345,41.8920726347,-87.6288741572,24,8,2.4143530041997314,0.4658404709466789,0,,
8870,5,960.0,41.9272609555,-87.7655016086,41.9227606205,-87.6991553432,19,22,3.4247993614930534,0.7230295375584104,0,,
8874,5,970.0,41.7409601584,-87.6097621427,41.7419428604,-87.5790888158,44,45,1.582805606079878,0.535114841069414,0,,
8878,5,977.0,41.7632467988,-87.6161341112,41.8129489392,-87.6178596758,69,38,3.435241241712887,0.5776896502392506,0,,
8881,5,983.0,41.8420111804,-87.6220364612,41.7475342629,-87.6707697365,35,71,6.993787956423788,0.6537396010626296,0,,
8884,5,988.0,41.9157411934,-87.6922563262,41.8786674201,-87.6716536214,22,28,2.772051992195208,0.4748486239664254,0,,
8886,5,991.0,41.8129489392,-87.6178596758,41.8089162826,-87.5961833442,38,39,1.1505506232344267,0.6398943650638382,0,,
8887,5,995.0,41.9152908359,-87.7322869198,41.9047120004,-87.7018845586,20,24,1.7256975085621236,0.5929765656801248,0,,
8889,5,1000.0,41.9075200747,-87.6266589003,41.8792550844,-87.642648998,8,28,2.1190259314994204,0.5194760975754451,0,,
8892,5,1005.0,41.8906088526,-87.7560467111,41.8601900192,-87.7172201,25,29,2.8995426068277017,0.6632608437237905,0,,
8896,5,1012.0,41.7284560288,-87.5756371314,41.8679024175,-87.6429586652,48,28,10.23985170155125,0.7471803904402938,0,,
8897,5,1013.0,41.9442266014,-87.6559981815,41.9867117999,-87.6634164054,6,76,2.960083532104101,0.4804993283275142,0,,
8898,5,1013.0,41.938232293,-87.6467820813,41.9217014922,-87.6559118484,6,7,1.2348240380413416,0.4906064924214107,0,,
8900,5,1018.0,41.9782942489,-87.7164304157,41.97153938,-87.7389372047,13,14,1.2467510782608489,0.6519286948023291,0,,
8901,5,1020.0,41.9305785697,-87.6422063127,41.8792550844,-87.642648998,7,28,3.5461881691468187,0.4308105385198391,0,,
8905,5,1026.0,41.8932163595,-87.6378442095,41.8849871918,-87.6209929134,8,32,1.0366087096471257,0.4345339385748499,0,,
8909,5,1044.0,41.7615779081,-87.5727819867,41.7065878819,-87.6233665115,43,49,4.608504027300588,0.5516680014273809,0,,
8910,5,1045.0,41.794090253,-87.592310855,41.8090182499,-87.6591665992,41,61,3.5946415167427843,0.6281584014679442,0,,
8911,5,1047.0,41.7275849467,-87.6295663156,41.7178174158,-87.6525180192,49,73,1.3624917486020325,0.7215178085599924,0,,
8916,5,1050.0,41.748623179,-87.6013151779,41.7828634535,-87.6205583422,44,40,2.5652224320256907,0.5744603437300709,0,,
8917,5,1053.0,41.9292725315,-87.6738072384,41.8852813201,-87.6572331997,7,28,3.156726276666629,0.4437505761504474,0,,
8919,5,1056.0,41.8809944707,-87.6327464887,41.7905666284,-87.5940154442,32,41,6.558387591180846,0.6486597509877159,0,,
8921,5,1057.0,41.7718485152,-87.695666342,41.8420761168,-87.6339734222,66,34,5.799975851066548,0.7036487841866393,0,,
8924,5,1058.0,41.8790669938,-87.657005027,41.8920421365,-87.6318639497,28,8,1.573573477946947,0.4423855984882536,0,,
8925,5,1059.0,41.7441995348,-87.5863483178,41.7296764229,-87.5727171342,45,48,1.2250879854894745,0.8194517929995314,0,,
8930,5,1067.0,41.7475342629,-87.6707697365,41.9002656868,-87.6321092196,71,8,10.738835048696483,0.5621882116621395,0,,
8936,5,1079.0,41.9272609555,-87.7655016086,41.968069,-87.7215590627,19,14,3.612365865862986,0.5629014963007625,0,,
8941,5,1086.0,41.9261631049,-87.7610398751,41.9293297134,-87.7119742544,19,22,2.53167432978314,0.5532630555117009,0,,
8942,5,1089.0,41.6897299145,-87.6690544032,41.713148612,-87.6750753124,75,72,1.6476187169895626,0.8119699912666046,0,,
8946,5,1098.0,41.915496209,-87.7101956338,41.8852813201,-87.6572331997,22,28,3.431725042661351,0.6153225185394973,0,,
8949,5,1108.0,41.9293297134,-87.7119742544,41.8847677845,-87.6841474493,22,28,3.395187570672055,0.6020489659499151,0,,
