order_id,order_date,region,warehouse,customer_segment,sku_id,category,product_name,quantity,unit_price,unit_cost,discount_rate,revenue,gross_profit,order_status
ORD-500024,2026-01-01,West,Seattle DC,Consumer,SKU-1009,Apparel,Travel Backpack,1,145.86,81.38,0,145.86,64.48,Completed
ORD-500025,2026-01-01,West,Seattle DC,Small Business,SKU-1005,Home,Bedding Set,2,134.44,81.31,0.1,241.99,79.37,Completed
ORD-500026,2026-01-01,West,Denver DC,Enterprise,SKU-1012,Beauty,Fragrance Set,2,138.55,68.54,0,277.1,140.02,Completed
ORD-500027,2026-01-01,Central,Minneapolis DC,Consumer,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0.1,233.89,61.95,Completed
ORD-500028,2026-01-01,East,Miami DC,Consumer,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0,259.88,87.94,Completed
ORD-500029,2026-01-01,East,Miami DC,Consumer,SKU-1006,Home,Kitchen Organizer,1,100.06,51.21,0,100.06,48.85,Returned
ORD-500030,2026-01-01,West,Los Angeles DC,Small Business,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0,259.88,87.94,Completed
ORD-500031,2026-01-01,East,Atlanta DC,Small Business,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0.1,233.89,61.95,Completed
ORD-500032,2026-01-02,East,New Jersey DC,Enterprise,SKU-1001,Electronics,Noise-Canceling Headphones,3,202.4,94.45,0,607.2,323.85,Completed
ORD-500033,2026-01-02,Central,Dallas DC,Small Business,SKU-1009,Apparel,Travel Backpack,1,145.86,81.38,0.15,123.98,42.6,Completed
ORD-500034,2026-01-02,Central,Dallas DC,Small Business,SKU-1004,Home,Air Purifier,1,39.43,23.74,0,39.43,15.69,Completed
ORD-500035,2026-01-02,West,Seattle DC,Enterprise,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0,132.63,73.57,Completed
ORD-500036,2026-01-02,West,Seattle DC,Enterprise,SKU-1008,Apparel,Running Shoes,1,88.43,59.11,0,88.43,29.32,Completed
ORD-500037,2026-01-02,West,Los Angeles DC,Small Business,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0,138.55,70.01,Completed
ORD-500038,2026-01-02,Central,Chicago DC,Small Business,SKU-1005,Home,Bedding Set,1,134.44,81.31,0,134.44,53.13,Completed
ORD-500039,2026-01-02,Central,Chicago DC,Enterprise,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0,35.1,18.67,Completed
ORD-500040,2026-01-02,East,Atlanta DC,Enterprise,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0.1,233.89,61.95,Completed
ORD-500041,2026-01-02,East,New Jersey DC,Small Business,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0.05,131.62,63.08,Completed
ORD-500042,2026-01-02,Central,Dallas DC,Consumer,SKU-1001,Electronics,Noise-Canceling Headphones,1,202.4,94.45,0,202.4,107.95,Returned
ORD-500043,2026-01-02,East,New Jersey DC,Enterprise,SKU-1005,Home,Bedding Set,2,134.44,81.31,0,268.88,106.26,Completed
ORD-500044,2026-01-02,West,Seattle DC,Small Business,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0.05,126.0,66.94,Completed
ORD-500045,2026-01-02,West,Seattle DC,Enterprise,SKU-1009,Apparel,Travel Backpack,1,145.86,81.38,0,145.86,64.48,Completed
ORD-500046,2026-01-02,Central,Chicago DC,Small Business,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0,138.55,70.01,Returned
ORD-500047,2026-01-02,West,Seattle DC,Consumer,SKU-1009,Apparel,Travel Backpack,2,145.86,81.38,0,291.72,128.96,Completed
ORD-500048,2026-01-02,West,Los Angeles DC,Small Business,SKU-1003,Electronics,Portable Charger,3,132.63,59.06,0,397.89,220.71,Completed
ORD-500049,2026-01-02,West,Seattle DC,Enterprise,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0.15,29.84,13.41,Completed
ORD-500050,2026-01-02,Central,Dallas DC,Enterprise,SKU-1004,Home,Air Purifier,1,39.43,23.74,0,39.43,15.69,Completed
ORD-500051,2026-01-02,Central,Chicago DC,Consumer,SKU-1011,Beauty,Hair Dryer,2,35.1,16.43,0.15,59.67,26.81,Completed
ORD-500052,2026-01-02,East,Atlanta DC,Small Business,SKU-1007,Apparel,Performance Jacket,2,259.88,171.94,0,519.76,175.88,Completed
ORD-500053,2026-01-02,Central,Chicago DC,Enterprise,SKU-1008,Apparel,Running Shoes,3,88.43,59.11,0,265.29,87.96,Returned
ORD-500054,2026-01-02,Central,Chicago DC,Consumer,SKU-1005,Home,Bedding Set,1,134.44,81.31,0,134.44,53.13,Completed
ORD-500055,2026-01-02,West,Los Angeles DC,Consumer,SKU-1005,Home,Bedding Set,1,134.44,81.31,0.15,114.27,32.96,Completed
ORD-500056,2026-01-02,Central,Minneapolis DC,Consumer,SKU-1006,Home,Kitchen Organizer,2,100.06,51.21,0.05,190.11,87.69,Completed
ORD-500057,2026-01-02,East,Atlanta DC,Enterprise,SKU-1001,Electronics,Noise-Canceling Headphones,1,202.4,94.45,0,202.4,107.95,Completed
ORD-500058,2026-01-02,West,Los Angeles DC,Consumer,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0.1,119.37,60.31,Completed
ORD-500059,2026-01-02,West,Los Angeles DC,Small Business,SKU-1011,Beauty,Hair Dryer,2,35.1,16.43,0.05,66.69,33.83,Completed
ORD-500060,2026-01-02,East,Miami DC,Small Business,SKU-1004,Home,Air Purifier,3,39.43,23.74,0.05,112.38,41.16,Completed
ORD-500061,2026-01-02,Central,Dallas DC,Enterprise,SKU-1004,Home,Air Purifier,1,39.43,23.74,0.1,35.49,11.75,Completed
ORD-500062,2026-01-02,East,Miami DC,Enterprise,SKU-1008,Apparel,Running Shoes,2,88.43,59.11,0,176.86,58.64,Completed
ORD-500063,2026-01-02,Central,Chicago DC,Enterprise,SKU-1001,Electronics,Noise-Canceling Headphones,2,202.4,94.45,0,404.8,215.9,Cancelled
ORD-500064,2026-01-02,East,Miami DC,Consumer,SKU-1008,Apparel,Running Shoes,2,88.43,59.11,0.1,159.17,40.95,Completed
ORD-500065,2026-01-02,Central,Dallas DC,Consumer,SKU-1006,Home,Kitchen Organizer,2,100.06,51.21,0,200.12,97.7,Completed
ORD-500066,2026-01-03,West,Denver DC,Consumer,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0.05,126.0,66.94,Completed
ORD-500067,2026-01-03,East,Atlanta DC,Small Business,SKU-1006,Home,Kitchen Organizer,1,100.06,51.21,0.1,90.05,38.84,Completed
ORD-500068,2026-01-03,Central,Chicago DC,Enterprise,SKU-1005,Home,Bedding Set,1,134.44,81.31,0,134.44,53.13,Returned
ORD-500069,2026-01-03,West,Seattle DC,Small Business,SKU-1003,Electronics,Portable Charger,2,132.63,59.06,0.15,225.47,107.35,Completed
ORD-500070,2026-01-03,East,Miami DC,Enterprise,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0.15,220.9,48.96,Completed
ORD-500071,2026-01-03,East,Atlanta DC,Consumer,SKU-1008,Apparel,Running Shoes,1,88.43,59.11,0.1,79.59,20.48,Returned
ORD-500072,2026-01-03,East,New Jersey DC,Enterprise,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0.1,124.7,56.16,Completed
ORD-500073,2026-01-03,Central,Chicago DC,Small Business,SKU-1008,Apparel,Running Shoes,3,88.43,59.11,0.1,238.76,61.43,Completed
ORD-500074,2026-01-03,Central,Minneapolis DC,Small Business,SKU-1005,Home,Bedding Set,1,134.44,81.31,0.1,121.0,39.69,Completed
ORD-500075,2026-01-03,East,Miami DC,Enterprise,SKU-1007,Apparel,Performance Jacket,2,259.88,171.94,0,519.76,175.88,Completed
ORD-500076,2026-01-03,West,Denver DC,Enterprise,SKU-1009,Apparel,Travel Backpack,1,145.86,81.38,0.1,131.27,49.89,Completed
ORD-500077,2026-01-03,East,Miami DC,Consumer,SKU-1006,Home,Kitchen Organizer,1,100.06,51.21,0.15,85.05,33.84,Completed
ORD-500078,2026-01-03,West,Denver DC,Enterprise,SKU-1006,Home,Kitchen Organizer,2,100.06,51.21,0.15,170.1,67.68,Completed
ORD-500079,2026-01-03,West,Denver DC,Consumer,SKU-1008,Apparel,Running Shoes,1,88.43,59.11,0,88.43,29.32,Completed
ORD-500080,2026-01-03,Central,Minneapolis DC,Consumer,SKU-1004,Home,Air Purifier,1,39.43,23.74,0.15,33.52,9.78,Completed
ORD-500081,2026-01-03,East,Miami DC,Small Business,SKU-1002,Electronics,Smart Home Hub,1,202.52,137.45,0,202.52,65.07,Completed
ORD-500082,2026-01-03,Central,Chicago DC,Small Business,SKU-1010,Beauty,Skin Care Kit,3,212.38,144.24,0.05,605.28,172.56,Completed
ORD-500083,2026-01-03,Central,Minneapolis DC,Consumer,SKU-1006,Home,Kitchen Organizer,1,100.06,51.21,0.1,90.05,38.84,Completed
ORD-500084,2026-01-03,Central,Chicago DC,Enterprise,SKU-1006,Home,Kitchen Organizer,1,100.06,51.21,0.1,90.05,38.84,Completed
ORD-500085,2026-01-03,West,Los Angeles DC,Enterprise,SKU-1005,Home,Bedding Set,1,134.44,81.31,0,134.44,53.13,Completed
ORD-500086,2026-01-03,East,New Jersey DC,Consumer,SKU-1006,Home,Kitchen Organizer,2,100.06,51.21,0,200.12,97.7,Completed
ORD-500087,2026-01-03,East,Atlanta DC,Enterprise,SKU-1003,Electronics,Portable Charger,2,132.63,59.06,0.1,238.73,120.61,Completed
ORD-500088,2026-01-03,West,Los Angeles DC,Small Business,SKU-1002,Electronics,Smart Home Hub,1,202.52,137.45,0.1,182.27,44.82,Completed
ORD-500089,2026-01-03,Central,Minneapolis DC,Small Business,SKU-1003,Electronics,Portable Charger,2,132.63,59.06,0,265.26,147.14,Completed
ORD-500090,2026-01-03,West,Seattle DC,Small Business,SKU-1008,Apparel,Running Shoes,1,88.43,59.11,0.05,84.01,24.9,Completed
ORD-500091,2026-01-03,Central,Minneapolis DC,Enterprise,SKU-1010,Beauty,Skin Care Kit,1,212.38,144.24,0.15,180.52,36.28,Completed
ORD-500092,2026-01-03,East,Miami DC,Consumer,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0,138.55,70.01,Completed
ORD-500093,2026-01-03,West,Denver DC,Enterprise,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0,259.88,87.94,Completed
ORD-500094,2026-01-03,West,Seattle DC,Consumer,SKU-1005,Home,Bedding Set,1,134.44,81.31,0,134.44,53.13,Completed
ORD-500095,2026-01-03,East,Miami DC,Consumer,SKU-1009,Apparel,Travel Backpack,1,145.86,81.38,0.1,131.27,49.89,Completed
ORD-500096,2026-01-03,Central,Minneapolis DC,Enterprise,SKU-1010,Beauty,Skin Care Kit,1,212.38,144.24,0.05,201.76,57.52,Completed
ORD-500097,2026-01-03,East,Atlanta DC,Consumer,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0.05,131.62,63.08,Returned
ORD-500098,2026-01-03,Central,Chicago DC,Small Business,SKU-1012,Beauty,Fragrance Set,2,138.55,68.54,0.15,235.54,98.46,Completed
ORD-500099,2026-01-03,Central,Dallas DC,Small Business,SKU-1012,Beauty,Fragrance Set,2,138.55,68.54,0,277.1,140.02,Completed
ORD-500100,2026-01-03,West,Denver DC,Enterprise,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0.1,119.37,60.31,Completed
ORD-500101,2026-01-03,West,Denver DC,Small Business,SKU-1005,Home,Bedding Set,1,134.44,81.31,0.1,121.0,39.69,Returned
ORD-500102,2026-01-03,East,Atlanta DC,Small Business,SKU-1008,Apparel,Running Shoes,2,88.43,59.11,0,176.86,58.64,Completed
ORD-500103,2026-01-03,West,Denver DC,Consumer,SKU-1006,Home,Kitchen Organizer,2,100.06,51.21,0.1,180.11,77.69,Completed
ORD-500104,2026-01-03,Central,Dallas DC,Enterprise,SKU-1008,Apparel,Running Shoes,2,88.43,59.11,0.1,159.17,40.95,Completed
ORD-500105,2026-01-03,West,Los Angeles DC,Enterprise,SKU-1006,Home,Kitchen Organizer,3,100.06,51.21,0.15,255.15,101.52,Completed
ORD-500106,2026-01-04,East,Atlanta DC,Consumer,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0.15,29.84,13.41,Completed
ORD-500107,2026-01-04,Central,Dallas DC,Consumer,SKU-1001,Electronics,Noise-Canceling Headphones,1,202.4,94.45,0,202.4,107.95,Completed
ORD-500108,2026-01-04,West,Seattle DC,Small Business,SKU-1009,Apparel,Travel Backpack,1,145.86,81.38,0,145.86,64.48,Completed
ORD-500109,2026-01-04,East,Atlanta DC,Enterprise,SKU-1004,Home,Air Purifier,2,39.43,23.74,0,78.86,31.38,Completed
ORD-500110,2026-01-04,Central,Dallas DC,Small Business,SKU-1010,Beauty,Skin Care Kit,3,212.38,144.24,0.1,573.43,140.71,Completed
ORD-500111,2026-01-04,West,Los Angeles DC,Small Business,SKU-1004,Home,Air Purifier,1,39.43,23.74,0,39.43,15.69,Completed
ORD-500112,2026-01-04,West,Los Angeles DC,Enterprise,SKU-1004,Home,Air Purifier,3,39.43,23.74,0.15,100.55,29.33,Completed
ORD-500113,2026-01-04,Central,Dallas DC,Small Business,SKU-1001,Electronics,Noise-Canceling Headphones,4,202.4,94.45,0.05,769.12,391.32,Completed
ORD-500114,2026-01-04,East,New Jersey DC,Small Business,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0.15,29.84,13.41,Completed
ORD-500115,2026-01-04,East,New Jersey DC,Enterprise,SKU-1005,Home,Bedding Set,2,134.44,81.31,0,268.88,106.26,Completed
ORD-500116,2026-01-04,West,Seattle DC,Consumer,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0.1,124.7,56.16,Completed
ORD-500117,2026-01-04,Central,Minneapolis DC,Small Business,SKU-1001,Electronics,Noise-Canceling Headphones,1,202.4,94.45,0.15,172.04,77.59,Completed
ORD-500118,2026-01-04,West,Seattle DC,Consumer,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0.1,31.59,15.16,Completed
ORD-500119,2026-01-04,West,Seattle DC,Small Business,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0.15,117.77,49.23,Completed
ORD-500120,2026-01-04,Central,Minneapolis DC,Consumer,SKU-1011,Beauty,Hair Dryer,2,35.1,16.43,0,70.2,37.34,Completed
ORD-500121,2026-01-04,Central,Minneapolis DC,Enterprise,SKU-1010,Beauty,Skin Care Kit,1,212.38,144.24,0,212.38,68.14,Completed
ORD-500122,2026-01-04,East,Atlanta DC,Consumer,SKU-1004,Home,Air Purifier,1,39.43,23.74,0,39.43,15.69,Completed
ORD-500123,2026-01-04,Central,Dallas DC,Enterprise,SKU-1002,Electronics,Smart Home Hub,1,202.52,137.45,0.15,172.14,34.69,Completed
ORD-500124,2026-01-04,West,Los Angeles DC,Small Business,SKU-1006,Home,Kitchen Organizer,2,100.06,51.21,0.05,190.11,87.69,Completed
ORD-500125,2026-01-04,Central,Minneapolis DC,Enterprise,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0.15,29.84,13.41,Completed
ORD-500126,2026-01-04,Central,Chicago DC,Enterprise,SKU-1009,Apparel,Travel Backpack,1,145.86,81.38,0.15,123.98,42.6,Completed
ORD-500127,2026-01-04,Central,Dallas DC,Consumer,SKU-1005,Home,Bedding Set,2,134.44,81.31,0.15,228.55,65.93,Completed
ORD-500128,2026-01-04,East,Miami DC,Consumer,SKU-1008,Apparel,Running Shoes,2,88.43,59.11,0,176.86,58.64,Completed
ORD-500129,2026-01-04,East,Miami DC,Enterprise,SKU-1002,Electronics,Smart Home Hub,2,202.52,137.45,0,405.04,130.14,Completed
ORD-500130,2026-01-04,West,Los Angeles DC,Small Business,SKU-1010,Beauty,Skin Care Kit,2,212.38,144.24,0.15,361.05,72.57,Completed
ORD-500131,2026-01-04,West,Seattle DC,Small Business,SKU-1009,Apparel,Travel Backpack,1,145.86,81.38,0.15,123.98,42.6,Completed
ORD-500132,2026-01-04,East,Miami DC,Small Business,SKU-1008,Apparel,Running Shoes,1,88.43,59.11,0,88.43,29.32,Completed
ORD-500133,2026-01-04,East,New Jersey DC,Enterprise,SKU-1002,Electronics,Smart Home Hub,1,202.52,137.45,0,202.52,65.07,Completed
ORD-500134,2026-01-04,East,Atlanta DC,Small Business,SKU-1003,Electronics,Portable Charger,2,132.63,59.06,0.1,238.73,120.61,Completed
ORD-500135,2026-01-04,Central,Dallas DC,Small Business,SKU-1006,Home,Kitchen Organizer,1,100.06,51.21,0.05,95.06,43.85,Completed
ORD-500136,2026-01-05,West,Seattle DC,Enterprise,SKU-1010,Beauty,Skin Care Kit,4,212.38,144.24,0,849.52,272.56,Completed
ORD-500137,2026-01-05,West,Los Angeles DC,Small Business,SKU-1010,Beauty,Skin Care Kit,1,212.38,144.24,0.1,191.14,46.9,Completed
ORD-500138,2026-01-05,West,Seattle DC,Consumer,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0.05,246.89,74.95,Cancelled
ORD-500139,2026-01-05,West,Denver DC,Small Business,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0.1,31.59,15.16,Completed
ORD-500140,2026-01-05,Central,Minneapolis DC,Small Business,SKU-1009,Apparel,Travel Backpack,4,145.86,81.38,0,583.44,257.92,Completed
ORD-500141,2026-01-05,East,Miami DC,Enterprise,SKU-1003,Electronics,Portable Charger,2,132.63,59.06,0.1,238.73,120.61,Completed
ORD-500142,2026-01-05,East,Atlanta DC,Enterprise,SKU-1009,Apparel,Travel Backpack,1,145.86,81.38,0.15,123.98,42.6,Completed
ORD-500143,2026-01-05,West,Seattle DC,Enterprise,SKU-1010,Beauty,Skin Care Kit,1,212.38,144.24,0.15,180.52,36.28,Completed
ORD-500144,2026-01-05,West,Denver DC,Enterprise,SKU-1004,Home,Air Purifier,2,39.43,23.74,0.15,67.03,19.55,Completed
ORD-500145,2026-01-05,Central,Dallas DC,Consumer,SKU-1009,Apparel,Travel Backpack,2,145.86,81.38,0,291.72,128.96,Completed
ORD-500146,2026-01-05,Central,Dallas DC,Enterprise,SKU-1009,Apparel,Travel Backpack,2,145.86,81.38,0.15,247.96,85.2,Completed
ORD-500147,2026-01-05,West,Los Angeles DC,Enterprise,SKU-1006,Home,Kitchen Organizer,1,100.06,51.21,0.1,90.05,38.84,Completed
ORD-500148,2026-01-05,Central,Minneapolis DC,Enterprise,SKU-1004,Home,Air Purifier,2,39.43,23.74,0,78.86,31.38,Completed
ORD-500149,2026-01-05,East,Atlanta DC,Small Business,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0.05,126.0,66.94,Completed
ORD-500150,2026-01-05,Central,Minneapolis DC,Consumer,SKU-1006,Home,Kitchen Organizer,1,100.06,51.21,0,100.06,48.85,Completed
ORD-500151,2026-01-05,West,Seattle DC,Enterprise,SKU-1001,Electronics,Noise-Canceling Headphones,3,202.4,94.45,0.05,576.84,293.49,Completed
ORD-500152,2026-01-05,West,Denver DC,Enterprise,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0,259.88,87.94,Returned
ORD-500153,2026-01-05,Central,Chicago DC,Enterprise,SKU-1005,Home,Bedding Set,2,134.44,81.31,0,268.88,106.26,Completed
ORD-500154,2026-01-05,West,Seattle DC,Consumer,SKU-1011,Beauty,Hair Dryer,3,35.1,16.43,0,105.3,56.01,Completed
ORD-500155,2026-01-05,Central,Minneapolis DC,Small Business,SKU-1003,Electronics,Portable Charger,4,132.63,59.06,0,530.52,294.28,Completed
ORD-500156,2026-01-05,East,Miami DC,Consumer,SKU-1008,Apparel,Running Shoes,1,88.43,59.11,0.1,79.59,20.48,Completed
ORD-500157,2026-01-05,West,Denver DC,Consumer,SKU-1010,Beauty,Skin Care Kit,1,212.38,144.24,0.15,180.52,36.28,Completed
ORD-500158,2026-01-05,Central,Chicago DC,Enterprise,SKU-1010,Beauty,Skin Care Kit,2,212.38,144.24,0,424.76,136.28,Completed
ORD-500159,2026-01-05,Central,Dallas DC,Enterprise,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0,138.55,70.01,Completed
ORD-500160,2026-01-05,Central,Chicago DC,Consumer,SKU-1004,Home,Air Purifier,4,39.43,23.74,0.05,149.83,54.87,Returned
ORD-500161,2026-01-05,West,Seattle DC,Small Business,SKU-1001,Electronics,Noise-Canceling Headphones,2,202.4,94.45,0,404.8,215.9,Completed
ORD-500162,2026-01-05,West,Denver DC,Enterprise,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0.05,131.62,63.08,Completed
ORD-500163,2026-01-05,West,Denver DC,Consumer,SKU-1009,Apparel,Travel Backpack,2,145.86,81.38,0,291.72,128.96,Completed
ORD-500164,2026-01-05,East,Miami DC,Enterprise,SKU-1003,Electronics,Portable Charger,3,132.63,59.06,0,397.89,220.71,Completed
ORD-500165,2026-01-05,Central,Chicago DC,Consumer,SKU-1004,Home,Air Purifier,1,39.43,23.74,0.15,33.52,9.78,Completed
ORD-500166,2026-01-05,West,Seattle DC,Consumer,SKU-1012,Beauty,Fragrance Set,2,138.55,68.54,0.15,235.54,98.46,Completed
ORD-500167,2026-01-05,East,Atlanta DC,Enterprise,SKU-1012,Beauty,Fragrance Set,2,138.55,68.54,0,277.1,140.02,Completed
ORD-500168,2026-01-05,West,Los Angeles DC,Enterprise,SKU-1003,Electronics,Portable Charger,1,132.63,59.06,0,132.63,73.57,Completed
ORD-500169,2026-01-05,East,New Jersey DC,Consumer,SKU-1011,Beauty,Hair Dryer,4,35.1,16.43,0.15,119.34,53.62,Completed
ORD-500170,2026-01-05,West,Los Angeles DC,Enterprise,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0.05,246.89,74.95,Completed
ORD-500171,2026-01-05,East,Atlanta DC,Consumer,SKU-1002,Electronics,Smart Home Hub,1,202.52,137.45,0.1,182.27,44.82,Completed
ORD-500172,2026-01-05,East,Miami DC,Small Business,SKU-1012,Beauty,Fragrance Set,1,138.55,68.54,0,138.55,70.01,Completed
ORD-500173,2026-01-05,West,Seattle DC,Consumer,SKU-1002,Electronics,Smart Home Hub,1,202.52,137.45,0,202.52,65.07,Completed
ORD-500174,2026-01-05,East,Atlanta DC,Enterprise,SKU-1011,Beauty,Hair Dryer,1,35.1,16.43,0.05,33.34,16.91,Completed
ORD-500175,2026-01-06,Central,Chicago DC,Small Business,SKU-1006,Home,Kitchen Organizer,3,100.06,51.21,0.1,270.16,116.53,Returned
ORD-500176,2026-01-06,East,Atlanta DC,Consumer,SKU-1008,Apparel,Running Shoes,1,88.43,59.11,0.15,75.17,16.06,Completed
ORD-500177,2026-01-06,West,Seattle DC,Small Business,SKU-1010,Beauty,Skin Care Kit,1,212.38,144.24,0.05,201.76,57.52,Completed
ORD-500178,2026-01-06,Central,Minneapolis DC,Enterprise,SKU-1002,Electronics,Smart Home Hub,2,202.52,137.45,0.05,384.79,109.89,Completed
ORD-500179,2026-01-06,Central,Minneapolis DC,Enterprise,SKU-1001,Electronics,Noise-Canceling Headphones,2,202.4,94.45,0,404.8,215.9,Completed
ORD-500180,2026-01-06,Central,Minneapolis DC,Small Business,SKU-1001,Electronics,Noise-Canceling Headphones,2,202.4,94.45,0,404.8,215.9,Completed
ORD-500181,2026-01-06,East,Miami DC,Small Business,SKU-1008,Apparel,Running Shoes,2,88.43,59.11,0,176.86,58.64,Completed
ORD-500182,2026-01-06,Central,Chicago DC,Small Business,SKU-1001,Electronics,Noise-Canceling Headphones,1,202.4,94.45,0,202.4,107.95,Completed
ORD-500183,2026-01-06,West,Los Angeles DC,Enterprise,SKU-1009,Apparel,Travel Backpack,1,145.86,81.38,0.1,131.27,49.89,Completed
ORD-500184,2026-01-06,East,Miami DC,Small Business,SKU-1005,Home,Bedding Set,1,134.44,81.31,0,134.44,53.13,Completed
ORD-500185,2026-01-06,Central,Dallas DC,Consumer,SKU-1006,Home,Kitchen Organizer,3,100.06,51.21,0,300.18,146.55,Cancelled
ORD-500186,2026-01-06,West,Seattle DC,Enterprise,SKU-1003,Electronics,Portable Charger,2,132.63,59.06,0.15,225.47,107.35,Completed
ORD-500187,2026-01-06,Central,Chicago DC,Enterprise,SKU-1007,Apparel,Performance Jacket,1,259.88,171.94,0,259.88,87.94,Completed
