rider_id,base_price,state_price,final_price,converted,reward,theta_1,theta_2
3585.0,0.6027024393408832,0.583627890570707,1.0,0.0,0.0,1.601568288249047,1.0983242118245264
764.0,0.6202208677389136,0.5839830074499985,1.0,0.0,0.0,1.5725062768789155,1.0578580776065256
4580.0,0.7,0.6311710501332444,1.0,0.0,0.0,1.5156851528273496,1.0357879420580267
6300.0,0.4773742253734753,0.4105199840623284,1.0,1.0,1.3777217867958924,1.52273944854729,1.035284473582189
8250.0,0.5971093829592292,0.5380685136425063,1.0,0.0,0.0,1.4839591473381317,1.0202071944596214
8488.0,0.5298624341804252,0.5284479273489322,1.0,0.0,0.0,1.4845077333369932,0.9725924573441553
3405.0,0.5238517899561443,0.46557411248186387,1.0,1.0,1.96958669484332,1.503600935783085,0.976173241331587
7268.0,0.540774622898248,0.5245918000221601,1.0,0.0,0.0,1.495725396312355,0.9388823567566826
6486.0,0.6314883510407913,0.594661143268575,1.0,1.0,1.244803385976164,1.4918558915724185,0.9330253628632081
10232.0,0.6051197960710586,0.5654331065793301,1.0,1.0,2.0275883486258963,1.5014697693805337,0.9443695718256877
4714.0,0.5628253585966241,0.49931899939676044,1.0,1.0,4.43557062899065,1.585670951912856,0.9548182168681475
9868.0,0.5202672755308262,0.44558783593782897,1.0,0.0,0.0,1.5456619104813594,0.9615584698376044
1010.0,0.7,0.6663032151435914,1.0,1.0,4.600632501363474,1.5784266059812766,1.041548615028271
8388.0,0.4565565502448262,0.36960314526639615,1.0,1.0,3.1479574156309638,1.6550854900573704,1.0079089601442182
6330.0,0.6263224255123744,0.5990893747258189,1.0,0.0,0.0,1.641755153358075,0.9650857699733633
744.0,0.6333734135215163,0.6043662517803374,1.0,1.0,4.689799192227975,1.668503492642042,1.0420121620461211
747.0,0.4700731276356222,0.46262435922611383,1.0,1.0,1.962807835538641,1.6684076748224177,1.059994654131277
624.0,0.6301239723901896,0.6262095833729532,1.0,0.0,0.0,1.673502806747532,0.9964657810246944
6849.0,0.5298624341804252,0.4537113137888531,1.0,1.0,3.4541668990708123,1.7397014401129558,0.9806283821315906
4914.0,0.5216759617124943,0.4579180980502596,1.0,1.0,2.0426548229943498,1.7570084347309387,0.9796740152092379
8084.0,0.686631251034949,0.660541692722375,1.0,1.0,2.960083532104101,1.7635688210052072,1.0109363467375037
3948.0,0.4700731276356222,0.4292962545963969,1.0,1.0,2.8176055024748723,1.7863735335688842,1.0219856801410545
10335.0,0.5518275049341775,0.4453552935229814,1.0,0.0,0.0,1.722835054470995,1.0543071577012484
5350.0,0.5666698698243996,0.5405141932975124,1.0,0.0,0.0,1.713225530991981,1.0222142251220472
10550.0,0.545685381306674,0.4372235162205825,1.0,1.0,3.435241241712887,1.8043806893803862,0.9733552048933015
4012.0,0.6701020441873246,0.6319749208937312,1.0,1.0,1.5207436048295675,1.801387238342717,0.9670808415171717
9728.0,0.596627193633233,0.5104544694367251,1.0,1.0,2.782610307672346,1.8411145485979632,0.9560662368395267
3520.0,0.545685381306674,0.5067474471654199,1.0,1.0,3.8520714540309258,1.8674407524273218,0.9858984658346179
2527.0,0.6622237670837718,0.5439643389197126,1.0,0.0,0.0,1.7861297324107388,1.0245386245916392
8141.0,0.6211944745172773,0.6133326508610283,1.0,1.0,9.20293435174832,1.7488947689810272,1.27378662290567
4003.0,0.5076258768667115,0.4763449882591062,1.0,1.0,2.4078561105237237,1.755689779989096,1.2866091744967065
4676.0,0.4807402124617762,0.42330950399720907,1.0,1.0,1.5755820179894802,1.759398240543615,1.2863592387603768
5709.0,0.6624415194358652,0.587790673148916,1.0,0.0,0.0,1.7116981089184446,1.2853759587985067
10521.0,0.6313228543141252,0.532415029343977,1.0,0.0,0.0,1.6480730105794958,1.3099412336498026
3761.0,0.5216759617124943,0.4558906261341305,1.0,1.0,2.507076634947266,1.671312331121366,1.3067122761743566
3038.0,0.5298624341804252,0.4508363095445376,1.0,1.0,4.15159849457509,1.7459187490025265,1.2814148612956267
4064.0,0.8077469840133451,0.7809171550915578,1.0,1.0,2.05023824854939,1.7463135486678973,1.2691546015887285
9652.0,0.6531493291896692,0.6026907020039936,1.0,0.0,0.0,1.722843240266662,1.2459315883465167
11720.0,0.5202672755308262,0.4625275657746553,1.0,0.0,0.0,1.6966097313926984,1.245209772080845
862.0,0.7,0.6202411381952992,1.0,0.0,0.0,1.6485665250224442,1.2460355174295459
1883.0,0.48563337290161973,0.33945330670584895,1.0,1.0,1.827684920070268,1.683962189429592,1.217401802474329
6252.0,0.618506315905583,0.5789237680341313,1.0,0.0,0.0,1.6723379424006626,1.1893714180665145
6672.0,0.6433954813249595,0.6242098989996261,1.0,1.0,5.449156209839078,1.6606832945072951,1.2901498264772688
7055.0,0.6644124080850595,0.6175218730696737,1.0,0.0,0.0,1.6434191308568322,1.2629414500084084
11648.0,0.7,0.5814215769130044,1.0,1.0,15.636286470297684,2.2061368696586023,0.9790936909938724
3378.0,0.5297002513985036,0.5091539108689654,1.0,1.0,4.165618043042172,2.203615458797194,1.029643630659773
11322.0,0.5528691560848817,0.48270092741522763,1.0,0.0,0.0,2.1671443711970846,1.0368664666629495
3098.0,0.5234994561819813,0.4712743820437769,1.0,1.0,1.5644651446721298,2.1663553878261355,1.0366678307211645
5719.0,0.6102582252871357,0.5910321382349153,1.0,1.0,6.052908061932397,2.1517967606092014,1.1408779593273322
3465.0,0.6424078857299107,0.5869563274167631,1.0,1.0,5.137063111144135,2.1900257815857476,1.1662408048014294
10775.0,0.6283631910296847,0.5580393645997606,1.0,1.0,9.20626972639348,2.3287435918756487,1.1639604074004106
9558.0,0.5349254649494162,0.4397450085853094,1.0,0.0,0.0,2.2716773845512352,1.1964025651625936
8836.0,0.6301239723901896,0.5436308136247634,1.0,1.0,2.3463284257012287,2.2785812178397498,1.1941998268586895
5011.0,0.5575511814294576,0.5695258669221739,1.0,0.0,0.0,2.3127751708475937,1.119786669415204
6745.0,0.5427397477404644,0.48178500771815075,1.0,1.0,4.761632535980105,2.360986804773995,1.1183763701631653
3207.0,0.692449244053944,0.6694292958319549,1.0,0.0,0.0,2.371531789850385,1.0532276117611592
8272.0,0.6077374381552073,0.6159936551365001,1.0,0.0,0.0,2.406572106401046,0.9733990924422834
3445.0,0.7871679157943826,0.7607326440053696,1.0,1.0,8.221312411754713,2.381160924718168,1.139553197574425
5385.0,0.5407188762147839,0.5324796546407805,1.0,0.0,0.0,2.395584357810579,1.0916280279894413
6030.0,0.6306733859485617,0.5502065100790806,1.0,0.0,0.0,2.3461195944035156,1.1061006677697285
3782.0,0.5573378348749161,0.5057556122288294,1.0,1.0,4.26007808593966,2.3739530906886963,1.1155540880908503
10596.0,0.6212907571247842,0.5842420571852273,1.0,0.0,0.0,2.3664489234406014,1.084167077780904
10361.0,0.5573378348749161,0.48440422129121175,1.0,1.0,5.048554976619878,2.4344797656268735,1.0614014354036443
9263.0,0.6193887326524206,0.5961037002340841,1.0,0.0,0.0,2.4407169620348967,1.0152659109888993
19.0,0.6650372764268845,0.6036218674516814,1.0,1.0,6.778298347399626,2.5017696577332513,1.0352180899096772
1718.0,0.47892822613767505,0.43108807527455,1.0,1.0,1.3319175992935932,2.498247168363929,1.0348114605975016
11508.0,0.5703937555528311,0.5153526512178136,1.0,0.0,0.0,2.4739069683277144,1.0298725908829234
6578.0,0.6153050622981582,0.5701251272718922,1.0,1.0,2.7646363193063723,2.4783747695062934,1.0363664404298072
9641.0,0.7,0.6641762795002752,1.0,0.0,0.0,2.4769409267865097,0.9902821940872215
554.0,0.520860514486048,0.47649579805101183,1.0,1.0,3.0544793451815604,2.4879522080634966,0.9967865609228584
3928.0,0.5608067728106526,0.4727189580752461,1.0,0.0,0.0,2.436671209159795,1.0250400062443428
6470.0,0.6133070774552234,0.5746300232192922,1.0,0.0,0.0,2.429298304207879,0.9982010849149113
4880.0,0.5165502216941243,0.4964163685470583,1.0,1.0,1.1708550349741464,2.430870743981789,0.9882887857143148
429.0,0.614581139957149,0.6122571415391048,1.0,1.0,1.3080624010397726,2.4411656403977036,0.9637017912996634
10082.0,0.4700731276356222,0.42277516185824204,1.0,1.0,1.4652418669718328,2.4401904841066133,0.9636569965157539
5848.0,0.5398335348751724,0.5093519872450041,1.0,1.0,4.136170198253286,2.4437678905144598,0.9931456921359618
7579.0,0.520860514486048,0.3935176434838714,1.0,1.0,2.839840623651935,2.4978535878766315,0.9490586669215737
749.0,0.6082984267945142,0.5805001837368313,1.0,1.0,3.631891518825946,2.4954381220019664,0.9766805351065244
9609.0,0.48836858046512494,0.4339858236157782,1.0,1.0,2.755957428068689,2.510287760779465,0.974320699622996
487.0,0.5946240775413306,0.5478749040762034,1.0,0.0,0.0,2.4955300283051334,0.9595809812179513
4170.0,0.5841542489498989,0.5816837393496211,1.0,0.0,0.0,2.5209020254881582,0.9011200696245788
3602.0,0.6326148264803222,0.602092914935462,1.0,1.0,1.920043740993799,2.521098500680201,0.897409322900521
8683.0,0.5840163440325781,0.5015823553212858,1.0,1.0,3.458416704058877,2.5575772265286143,0.8794227963671707
9117.0,0.6336951503414938,0.6248116381095248,1.0,1.0,2.671417185146211,2.5521239741302506,0.8934186919211775
6454.0,0.48836858046512494,0.386491024951524,1.0,1.0,2.300243446607828,2.576726156211704,0.8746382700949686
11336.0,0.47892822613767505,0.4115484975065004,1.0,0.0,0.0,2.546211192273971,0.8897264234029524
8614.0,0.6314883510407913,0.5649907789440585,1.0,1.0,1.244803385976164,2.5332740285149082,0.8907251990546841
11641.0,0.5397976885895833,0.4773307012358971,1.0,0.0,0.0,2.5059656329609417,0.8975553486743563
4724.0,0.5982156301813238,0.5377500462408918,1.0,0.0,0.0,2.4806056801778755,0.8971331861374006
4682.0,0.5649353104022563,0.4907968460783262,1.0,1.0,2.247699431910955,2.488602088122163,0.8937358970090966
970.0,0.47892822613767505,0.4291386322373321,1.0,1.0,1.257086666910188,2.4851947612286684,0.8938878369356601
101.0,0.6076177028806161,0.520410571186814,1.0,1.0,4.241617274164078,2.5402928455592497,0.8651651208264761
10734.0,0.7,0.6457818392241368,1.0,1.0,5.825906030356067,2.5644329047277257,0.8955820302809253
4767.0,0.6133070774552234,0.5281005570749397,1.0,1.0,1.8933633988675933,2.5609269095547273,0.8973116941560486
5478.0,0.4651220560175394,0.446459712014425,1.0,0.0,0.0,2.566350881076007,0.8741148581811402
4110.0,0.4976364529398663,0.4360325184098673,1.0,1.0,1.1006471712841142,2.5578839021778177,0.8771475418394136
3353.0,0.6957994216288947,0.6436321621478599,1.0,0.0,0.0,2.544406740462244,0.8549282847587154
11424.0,0.5234994561819813,0.42442342057949767,1.0,1.0,1.3788300359574963,2.534520102634866,0.8621864326681656
7562.0,0.5887394101517252,0.5363251061517823,1.0,0.0,0.0,2.518160100769465,0.8544680328339406
4918.0,0.6283631910296847,0.5839693317205514,1.0,1.0,8.723658448557993,2.542518287368868,0.9206659622278299
9259.0,0.5726460942725214,0.5221864906603961,1.0,1.0,5.560445346140885,2.570876903799972,0.9351778172538149
1035.0,0.692449244053944,0.5991935260904038,1.0,1.0,2.679252761749501,2.5789546560434946,0.9313414161771849
9169.0,0.5899243159146859,0.5261801372749415,1.0,1.0,4.845222816364221,2.6161070219134097,0.9264964630257917
99.0,0.631875250448982,0.6224587424461111,1.0,0.0,0.0,2.644014126097464,0.8648970270143023
5537.0,0.6558172445441587,0.5914126055096516,1.0,1.0,3.063835001441087,2.65354978260576,0.8658171325427699
8423.0,0.5293209363018534,0.5235835049596467,1.0,1.0,2.377388067444659,2.6475952556316424,0.8783161865275888
10659.0,0.5649353104022563,0.5746148851336506,1.0,1.0,0.5233994908075175,2.675990804102899,0.8290473847528345
9313.0,0.6019052503450651,0.601074742490531,1.0,1.0,1.5242356232546312,2.6849458360696175,0.8116892230550979
1923.0,0.7,0.6530038910443867,1.0,1.0,12.148275001376025,2.713622556221733,0.9220193185175719
9893.0,0.5317904397001181,0.5179320672084993,1.0,1.0,3.77694995303996,2.6995511926007865,0.9581074808594199
4250.0,0.48563337290161973,0.4503837962884585,1.0,1.0,1.827684920070268,2.699828986565663,0.9586530587977953
3532.0,0.7,0.6546957315904215,1.0,1.0,6.530841822907538,2.708639999295785,1.0063261713715468
3210.0,0.5851104251960041,0.5593348933041394,1.0,1.0,2.1129796769609994,2.708765067298791,1.0057744920482492
4442.0,0.720475868396697,0.7120477716089509,1.0,1.0,3.6526441255088624,2.6942042949504863,1.036172551353819
5211.0,0.7,0.6004743596207589,1.0,1.0,2.8863028598918707,2.704252336524064,1.0303118853897908
1669.0,0.615047315600468,0.5686967869328264,1.0,0.0,0.0,2.6934575298455874,1.014889171781307
2715.0,0.569748802882009,0.5503783581182882,1.0,1.0,12.045545880487298,2.632434568945736,1.1940549897209305
9904.0,0.4700731276356222,0.4266440555935261,1.0,1.0,1.4652418669718328,2.630385671026133,1.193730274425391
8525.0,0.6269025827602523,0.5682486697754889,1.0,1.0,2.555500220178168,2.632659226146881,1.193995514901971
2973.0,0.5736274881617033,0.45801794725394407,1.0,0.0,0.0,2.5570856218143265,1.2549211347175897
2701.0,0.5610293550397398,0.5453110505927669,1.0,1.0,3.914854008515807,2.543144813579254,1.28976230732763
4415.0,0.4700731276356222,0.46128052380510154,1.0,1.0,2.191049979047627,2.5397665595695464,1.2971143232139926
9375.0,0.4651220560175394,0.36880665938276525,1.0,1.0,2.594135364290326,2.568587339698098,1.2734803001388435
3593.0,0.6133070774552234,0.5366432917647019,1.0,0.0,0.0,2.5279604503566064,1.292208314025543
2876.0,0.47892822613767505,0.3403538029919505,1.0,0.0,0.0,2.447221801596696,1.3668095212469367
119.0,0.7,0.6086115934220961,1.0,1.0,2.111021129270327,2.437783897878572,1.3715792210881836
4755.0,0.6015743259786258,0.5295641468500784,1.0,1.0,3.958496701899519,2.465481512913041,1.3606660696152821
9371.0,0.5608067728106526,0.5166007538307464,1.0,0.0,0.0,2.4563317094896586,1.3491060931117718
1713.0,0.5216759617124943,0.39738270286328603,1.0,1.0,3.0300502230761657,2.505857523418315,1.3058089432999649
10420.0,0.520860514486048,0.44201638397790366,1.0,1.0,3.3125349790262644,2.535295814162454,1.2868285836784836
5928.0,0.5298624341804252,0.4656734799448151,1.0,1.0,5.200763457769627,2.5801483509701684,1.2686516961406453
1697.0,0.5608067728106526,0.5001949785253124,1.0,1.0,3.325400318899061,2.594155405242063,1.265813386588607
7223.0,0.557087400629,0.4518326987871968,1.0,1.0,1.03613418172576,2.56376763900215,1.2896667760584315
1839.0,0.7,0.6858712086465028,1.0,0.0,0.0,2.5993279582946407,1.2164179680783735
11112.0,0.5768544708656854,0.5472665865917914,1.0,0.0,0.0,2.605777442854826,1.1869053838014623
647.0,0.5840312024629889,0.5640519034771962,1.0,0.0,0.0,2.6219604553547273,1.1461746996308682
4789.0,0.48836858046512494,0.42436283766383576,1.0,1.0,2.300243446607828,2.6297964466063273,1.1420934509941314
4215.0,0.48563337290161973,0.39020267369856987,1.0,1.0,3.1691864074058502,2.6710596913059423,1.1086795866685144
11275.0,0.5076258768667115,0.516877945821701,1.0,1.0,0.596993445391089,2.6953177426396078,1.0698654605541762
4315.0,0.5990284645202352,0.5419773523810831,1.0,1.0,1.2758548086667651,2.687564503951363,1.068849714999057
3143.0,0.5216759617124943,0.41138870919844256,1.0,1.0,2.507076634947266,2.710105912589292,1.0498639678688184
11044.0,0.7,0.6708054663462469,1.0,0.0,0.0,2.727702141758478,0.9988707207656756
10369.0,0.5317904397001181,0.4764035621593349,1.0,1.0,4.816503155447314,2.754957462623178,0.995057690343695
6568.0,0.5298624341804252,0.42629585061702113,1.0,1.0,4.080475186651146,2.8219764324444823,0.9405788068184822
10139.0,0.6113087899364023,0.5249935208549188,1.0,0.0,0.0,2.7764730273951215,0.9680057070912573
6157.0,0.48563337290161973,0.3495475882926783,1.0,0.0,0.0,2.699572094388879,1.039567420464676
8518.0,0.6264220728012933,0.5479522019001756,1.0,0.0,0.0,2.662745117301613,1.0565844220562661
11746.0,0.7537419720308646,0.6817173050382304,1.0,0.0,0.0,2.6361998508130533,1.0516631966364374
4900.0,0.631875250448982,0.5745255168199912,1.0,0.0,0.0,2.6207761893688986,1.04492958241977
11485.0,0.6262856525166317,0.6002895267021432,1.0,0.0,0.0,2.63597413793206,1.0045346339017585
379.0,0.520860514486048,0.5334687637699697,1.0,1.0,3.3389546765965523,2.6068019570054295,1.0492005713793635
8469.0,0.615047315600468,0.5645116220477139,1.0,0.0,0.0,2.5970905766547383,1.037871601329528
3955.0,0.5298624341804252,0.4851919358902147,1.0,1.0,4.867205597074554,2.6098990478710773,1.0494624114328395
7391.0,0.5827434859387799,0.504643172490278,1.0,0.0,0.0,2.574500575873827,1.0693840895083224
5008.0,0.6266036897873034,0.55677461559291,1.0,1.0,5.817453481672927,2.618968506962918,1.0564860337962951
5967.0,0.5649353104022563,0.526141594607346,1.0,0.0,0.0,2.617805125141694,1.0393104110441358
5835.0,0.5573378348749161,0.5069142192565402,1.0,1.0,3.8737697110449303,2.6288224541105345,1.0438987741547139
10198.0,0.4807402124617762,0.3619562291827523,1.0,1.0,2.5101519084859314,2.661517336702636,1.0142294335425988
2471.0,0.6539094452856578,0.6108369351198235,1.0,0.0,0.0,2.662243679279713,0.9889745189756138
11333.0,0.7,0.686670644352087,1.0,0.0,0.0,2.698999896436521,0.9201856763939793
4043.0,0.5153354116657763,0.4736967356210885,1.0,1.0,3.565503909325423,2.704508673317363,0.9281050676269754
5183.0,0.6065516087351184,0.5140947922301387,1.0,1.0,2.907421297344503,2.7222585548507996,0.9158634773714605
8180.0,0.7,0.6827766082168836,1.0,0.0,0.0,2.754636242892348,0.8525224897755675
11404.0,0.6163605404166136,0.5312819354204048,1.0,1.0,3.968143771820344,2.7890729676374026,0.8315406869701254
6369.0,0.7,0.6178846193636021,1.0,0.0,0.0,2.751766229035941,0.8465588316936754
1418.0,0.4807402124617762,0.41300217017905966,1.0,1.0,2.844191850480915,2.7696382504402512,0.8353025250570449
2473.0,0.5202672755308262,0.48903775599896737,1.0,0.0,0.0,2.7728083476344425,0.8171707313393346
7799.0,0.5165502216941243,0.46672670705329083,1.0,1.0,0.919445054951854,2.767061914911066,0.8165605977611846
9599.0,0.51804920045798,0.44700305350353503,1.0,0.0,0.0,2.73915701346929,0.8334948660624398
4194.0,0.6211944745172773,0.5384488294781353,1.0,1.0,7.395455594620557,2.8306878263638797,0.7807306445661235
4696.0,0.5971093829592292,0.5034487168289031,1.0,1.0,4.882744270483153,2.8944177183195445,0.7349015967117527
9867.0,0.607607304889136,0.5373256254614772,1.0,0.0,0.0,2.867971205987588,0.7448342041814865
9502.0,0.6927083090142068,0.6641620787879474,1.0,0.0,0.0,2.8884293558628644,0.6967421910545698
4598.0,0.5298624341804252,0.4482607947551465,1.0,1.0,4.260985096519744,2.9354596521606404,0.6633522451486734
10538.0,0.48563337290161973,0.457783707878722,1.0,1.0,1.6067664077385904,2.9357591063751034,0.6621476830837123
10709.0,0.5216759617124943,0.5077400374167319,1.0,0.0,0.0,2.9534826440012028,0.6282392370181258
6522.0,0.520860514486048,0.40722572797174456,1.0,1.0,2.3236490590986465,2.9711692780708763,0.6126087885539518
7542.0,0.5358434933200006,0.49343871874202605,1.0,1.0,3.6659907435332784,2.9751765625396898,0.6219274190062387
4132.0,0.4807402124617762,0.4366907157573813,1.0,1.0,2.3542406847407715,2.978179194154421,0.6231276432353624
5220.0,0.5216759617124943,0.45615720354631095,1.0,1.0,3.223714828800976,2.9956165772319387,0.6141773131728537
4833.0,0.5898834582143127,0.5196187594217809,1.0,1.0,5.071977862207796,3.0330128378622865,0.5979048089679585
6497.0,0.6292464267054728,0.6316248266421514,1.0,1.0,0.51727881239011,3.0680432803239652,0.54313399517835
200.0,0.6078831240775698,0.5741189582443114,1.0,1.0,1.3669977475129016,3.070961882126715,0.5329061423120518
304.0,0.5317904397001181,0.442286504020534,1.0,0.0,0.0,3.0288427841281957,0.565609032873496
9978.0,0.6437739828314055,0.5512055964199502,1.0,0.0,0.0,2.9827332944620215,0.5963194037761979
11256.0,0.4651220560175394,0.3424211903848748,1.0,1.0,1.7084784580261632,2.987234014387808,0.5920826464661919
10265.0,0.7,0.6247794389722567,1.0,0.0,0.0,2.960129493572061,0.5981509539774742
2813.0,0.7,0.687769473343416,1.0,0.0,0.0,2.9994143609522776,0.5304158889697594
3290.0,0.5573378348749161,0.4999756234467605,1.0,0.0,0.0,2.9844344362602415,0.532140050278327
8020.0,0.6718283406695421,0.6499453618143384,1.0,1.0,1.0436186560352487,2.9985659392558333,0.5043931777578543
9861.0,0.45072939543813106,0.4236380687462897,1.0,1.0,1.5349371795736455,2.9986248446122383,0.5041408520836022
6885.0,0.47892822613767505,0.41669389675781304,1.0,0.0,0.0,2.9785616893707934,0.5156448199816369
3608.0,0.6644605297269185,0.6446178259881715,1.0,1.0,2.88261915925608,2.9720381571667693,0.5280360465786103
4112.0,0.6227231769052688,0.6355740406420775,1.0,1.0,2.05023824854939,2.975298848505682,0.5232752923299407
5292.0,0.6519814364290447,0.6054789639587062,1.0,1.0,7.326232806614012,2.97764730816601,0.5650747650240945
7038.0,0.6113087899364023,0.5591095894668439,1.0,0.0,0.0,2.968934038242593,0.5572719360817352
3297.0,0.5239484953489593,0.44180757732025877,1.0,0.0,0.0,2.934053780877645,0.583366377988677
8971.0,0.5298624341804252,0.42710174097566833,1.0,1.0,3.792881739485285,2.989418832173894,0.535956633410618
5259.0,0.5626572986013503,0.5512370879122742,1.0,1.0,1.949315944774869,2.9897543190125346,0.5353749978712588
6567.0,0.520860514486048,0.536557342367423,1.0,0.0,0.0,3.030478624512032,0.4775637877508928
2390.0,0.7,0.700854878836282,1.0,0.0,0.0,3.081852519133967,0.39812687529687263
8765.0,0.6333734135215163,0.5523619758199997,1.0,0.0,0.0,3.0479010535271738,0.4177999913149676
47.0,0.5076258768667115,0.42068388443691906,1.0,0.0,0.0,3.0103953906927154,0.4479875221418536
8993.0,0.720475868396697,0.7006027972211047,1.0,0.0,0.0,3.0421721258788756,0.3896736944239626
10909.0,0.48563337290161973,0.42333574036017935,1.0,0.0,0.0,3.0224505671316497,0.401241685612007
11735.0,0.45072939543813106,0.4114087049709014,1.0,1.0,1.3134000716845395,3.021740219807894,0.40078850893303486
1166.0,0.5649353104022563,0.5054559114253933,1.0,1.0,1.8937793021408795,3.021606144464361,0.4008220447793767
7748.0,0.5756119601284595,0.5545506634429408,1.0,1.0,2.387981967766524,3.018162090303113,0.4077679970038443
5735.0,0.614581139957149,0.5494742675355535,1.0,1.0,1.594116044156814,3.013633427438608,0.40899838693095086
1740.0,0.4651220560175394,0.4214904468281828,1.0,0.0,0.0,3.006276073654795,0.4078692888417997
