rider_id,arrival_week,arrival_time,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_area,dropoff_area,solo_length,quoted_price,convert_or_not,waiting_time,matching_outcome
11421,6,2719.0,41.8484115955,-87.6914304807,41.8809944707,-87.6327464887,30,32,3.766461365448781,0.5165338118852182,1,0.0,11419.0
4693,3,651.0,41.8773834707,-87.6806541164,41.8681324282,-87.7142147077,28,29,1.8411695919628657,0.4432762429946255,0,,
6193,3,3270.0,41.8631181033,-87.672920435,41.859349715,-87.6173580061,28,33,2.870975636433881,0.5218478499596279,1,6.0,6199.0
461,1,894.0,41.853834685,-87.6935387966,41.8925368719,-87.6598643178,30,24,3.18625264920845,0.6614898076065658,0,,
10806,6,1356.0,41.9211259143,-87.6997544065,41.9504425991,-87.6835062305,22,5,2.190993369368235,0.54416178477869,0,,
6114,3,3144.0,41.8081895757,-87.6990971733,41.8048535215,-87.6769677545,58,61,1.1627895810922502,0.6543663027426336,1,69.9165385861088,
3312,2,2017.0,41.8201666062,-87.621499206,41.8849871918,-87.6209929134,38,32,4.478751712429855,0.5641136922425403,1,17.0,3321.0
3585,2,2432.0,41.8301172027,-87.723804133,41.859349715,-87.6173580061,30,33,5.839375173790503,0.6737343911773249,0,,
764,1,1375.0,41.8388061944,-87.7195241482,41.8679024175,-87.6429586652,30,28,4.423614909916998,0.5278307700458097,0,,
4580,3,440.0,41.7031070928,-87.6651385732,41.7904693995,-87.6012851221,72,41,6.875336645096295,0.8402486523034982,0,,
6300,3,3417.0,41.8555013528,-87.683227168,41.8382957974,-87.6967563395,31,30,1.3777217867958924,0.5380272204718632,1,35.0,6326.0
8250,4,3315.0,41.8906088526,-87.7560467111,41.874005383,-87.6635175498,25,28,4.8961119445974495,0.640902772049032,0,,
8488,5,186.0,41.9360865352,-87.6661106945,41.8852813201,-87.6572331997,6,28,3.5398602234341703,0.4880726012372988,0,,
3405,2,2170.0,41.8274002516,-87.624088952,41.8016543686,-87.6405079844,35,61,1.96958669484332,0.603789621874784,1,184.73597915509072,
7268,4,1656.0,41.9226862843,-87.6494887289,41.9442266014,-87.6559981815,7,6,1.525440119540018,0.5843942300876125,0,,
6486,4,147.0,41.7771962546,-87.6424975271,41.7759288274,-87.6665962653,68,67,1.244803385976164,0.5401276885972454,1,71.3074126178625,
10232,5,3523.0,41.8849871918,-87.6209929134,41.9049353016,-87.6499072264,32,8,2.0275883486258963,0.4683944111916092,1,69.0,10274.0
4714,3,686.0,41.9284315635,-87.6999685912,41.8920726347,-87.6288741572,22,8,4.43557062899065,0.5658757525098452,1,5.0,4717.0
9868,5,2833.0,41.8847677845,-87.6841474493,41.8909220259,-87.6188683546,28,8,3.384566013199902,0.4903625406519634,0,,
1010,1,1771.0,41.8601900192,-87.7172201,41.795430631,-87.6964352325,29,63,4.600632501363474,0.6263442163872337,1,1.937014924109917,
8388,4,3581.0,41.9012069941,-87.6763559892,41.9386661962,-87.7112105933,24,21,3.1479574156309638,0.5002698503577132,1,3.0,8392.0
6330,3,3456.0,41.9798553089,-87.6940960217,41.958055933,-87.6603894557,4,3,2.294973400273457,0.709476264574382,0,,
744,1,1335.0,41.8480722286,-87.71245035,41.8809944707,-87.6327464887,30,32,4.689799192227975,0.500755510474249,1,0.0,718.0
747,1,1344.0,41.8923550478,-87.674506788,41.9015669095,-87.6384040116,24,8,1.962807835538641,0.4381051828417145,1,0.0,746.0
624,1,1137.0,41.8906088526,-87.7560467111,41.9000696026,-87.7209182385,25,23,1.9213021283667604,0.6206196601152598,0,,
6849,4,864.0,41.9346591566,-87.6467297286,41.8852813201,-87.6572331997,6,28,3.4541668990708123,0.4360121662036744,1,1.0,6850.0
4914,3,1055.0,41.9147473049,-87.6540070286,41.8852813201,-87.6572331997,7,28,2.0426548229943498,0.4826417578443072,1,9.905445704903514,
8084,4,3056.0,41.9867117999,-87.6634164054,41.9442266014,-87.6559981815,76,6,2.960083532104101,0.5598684673395097,1,0.0,7942.0
3948,2,3035.0,41.9066385418,-87.6895798343,41.8932163595,-87.6378442095,24,8,2.8176055024748723,0.4640054974967454,1,11.0,3955.0
10335,6,136.0,41.96581197,-87.6558787862,41.9535821253,-87.7234523905,3,16,3.5732105099896545,0.6062066390020785,0,,
5350,3,1817.0,41.8601900192,-87.7172201,41.8788655841,-87.6251921424,29,32,4.90765522698588,0.5706689881450994,0,,
10550,6,687.0,41.8129489392,-87.6178596758,41.7632467988,-87.6161341112,38,69,3.435241241712887,0.573193278817729,1,112.0,10588.0
4012,2,3129.0,41.795430631,-87.6964352325,41.8173662079,-87.6988607973,63,58,1.5207436048295675,0.657036068539451,1,21.705897087134417,
9728,5,2570.0,41.8563332167,-87.6595642391,41.8932163595,-87.6378442095,31,8,2.782610307672346,0.457661368321343,1,3.787893052750405,
3520,2,2347.0,41.808511513,-87.6139994504,41.7544341714,-87.632184554,38,69,3.8520714540309258,0.5253075992322046,1,0.0,3499.0
2527,2,631.0,41.7759288274,-87.6665962653,41.7632467988,-87.6161341112,67,69,2.744074772197166,0.5860109654792361,0,,
8141,4,3145.0,41.7584079022,-87.5628473838,41.8809944707,-87.6327464887,43,32,9.20293435174832,0.4785178850265374,1,0.0,8105.0
4003,2,3113.0,41.8631181033,-87.672920435,41.8809944707,-87.6327464887,28,32,2.4078561105237237,0.3924348334796659,1,0.3283202143234121,
4676,3,619.0,41.9074919303,-87.6357600901,41.8853000224,-87.6428084655,8,28,1.5755820179894802,0.4627354177185683,1,49.0,4704.0
5709,3,2461.0,41.8785943576,-87.7302324284,41.8906088526,-87.7560467111,26,25,1.5659972402284776,0.5889782225868253,0,,
10521,6,602.0,41.9726679555,-87.6638654956,41.9217014922,-87.6559118484,3,7,3.5450882701104343,0.6635416134043463,0,,
3761,2,2723.0,41.9146162864,-87.6317173661,41.8792550844,-87.642648998,7,28,2.507076634947266,0.4833800391308327,1,0.0,3747.0
3038,2,1557.0,41.9452823311,-87.6615450961,41.8852813201,-87.6572331997,6,28,4.15159849457509,0.5877624595518245,1,0.0,3032.0
4064,2,3210.0,41.8108790078,-87.7263633246,41.8390869059,-87.714003807,57,30,2.05023824854939,0.712656323474103,1,0.0,4054.0
9652,5,2429.0,41.7397696793,-87.6389644795,41.7424875717,-87.6300448953,71,44,0.496713143419347,0.6303087693803832,0,,
11720,6,3434.0,41.8790669938,-87.657005027,41.897983898,-87.6414915334,28,8,1.531362456315546,0.521019907312422,0,,
862,1,1545.0,41.795430631,-87.6964352325,41.8351179863,-87.6186777673,63,35,4.853082819558419,0.636983423893654,0,,
1883,1,3185.0,41.8924931672,-87.6647458359,41.8809944707,-87.6327464887,24,32,1.827684920070268,0.5292673805198893,1,3.0,1886.0
6252,3,3351.0,41.859349715,-87.6173580061,41.8809944707,-87.6327464887,33,32,1.6921655669011937,0.5482617899724263,0,,
6672,4,500.0,41.817397869,-87.6920317308,41.8925368719,-87.6598643178,58,24,5.449156209839078,0.538764433484191,1,0.0,6669.0
7055,4,1257.0,41.9798553089,-87.6940960217,41.9292725315,-87.6738072384,4,7,3.6471071750571737,0.7361758507805919,0,,
11648,6,3268.0,41.9498764323,-87.7381418906,41.7646425154,-87.5635848124,16,43,15.636286470297684,0.6679759028597261,1,23.0,11657.0
3378,2,2133.0,41.8906088526,-87.7560467111,41.8390869059,-87.714003807,25,30,4.165618043042172,0.6517563943364897,1,104.5594723641152,
11322,6,2544.0,41.9535821253,-87.7234523905,41.9227606205,-87.6991553432,16,22,2.468701090878268,0.6859367829778558,0,,
3098,2,1675.0,41.9146162864,-87.6317173661,41.8920726347,-87.6288741572,7,8,1.5644651446721298,0.5782535767261867,1,75.0,3143.0
5719,3,2484.0,41.9555841154,-87.7130900568,41.8853000224,-87.6428084655,16,28,6.052908061932397,0.6462522465729039,1,0.0,5714.0
3465,2,2261.0,41.9000696026,-87.7209182385,41.8788655841,-87.6251921424,23,32,5.137063111144135,0.5192782827247189,1,0.0,3464.0
10775,6,1259.0,42.001571027,-87.6950125892,41.8788655841,-87.6251921424,2,32,9.20626972639348,0.6733536245483469,1,0.0,10771.0
9558,5,2255.0,41.9726679555,-87.6638654956,41.9354389148,-87.693325868,3,21,2.984652700597253,0.5230821544524186,0,,
8836,5,888.0,41.8909693802,-87.770122842,41.9116665881,-87.7339509975,25,23,2.3463284257012287,0.5485552198403879,1,55.619509147677945,
5011,3,1247.0,41.7925923603,-87.7696154528,41.9442266014,-87.6559981815,56,6,11.997514931924355,0.6615852929858186,0,,
6745,4,638.0,41.9534000435,-87.6460070664,41.9587978628,-87.7383939059,6,16,4.761632535980105,0.4861585466540485,1,0.0,6739.0
3207,2,1839.0,41.8420761168,-87.6339734222,41.874005383,-87.6635175498,34,28,2.679252761749501,0.7328824939488863,0,,
8272,4,3345.0,41.8129489392,-87.6178596758,41.874005383,-87.6635175498,38,28,4.829043781926401,0.6242782119318812,0,,
3445,2,2229.0,41.9255880881,-87.7976006842,41.962178629,-87.6453787624,18,3,8.221312411754713,0.7689856906612748,1,12.0,3449.0
5385,3,1869.0,41.9426918444,-87.6517705068,41.906025969,-87.6753116216,6,24,2.807582810379897,0.4066785064463322,0,,
6030,3,2998.0,41.7923572233,-87.6179313803,41.7788768603,-87.5949254391,40,42,1.507420880140278,0.6438052702279897,0,,
3782,2,2767.0,41.9286190509,-87.685362024,41.8809944707,-87.6327464887,22,32,4.26007808593966,0.5850430788630141,1,0.0,3778.0
10596,6,818.0,41.9636331692,-87.6523653588,41.8932163595,-87.6378442095,3,8,4.922265592064565,0.6472378565362966,0,,
10361,6,198.0,41.915496209,-87.7101956338,41.8849871918,-87.6209929134,22,32,5.048554976619878,0.4632673443129873,1,0.0,10355.0
9263,5,1672.0,41.7142521521,-87.6381750671,41.7978270187,-87.6037457654,73,41,6.041000272250276,0.6466911257039846,0,,
19,1,33.0,41.7759288274,-87.6665962653,41.874005383,-87.6635175498,67,28,6.778298347399626,0.5768784678169757,1,43.0,39.0
1718,1,2917.0,41.9002656868,-87.6321092196,41.8809944707,-87.6327464887,8,32,1.3319175992935932,0.4530787386286242,1,6.0088493688385824,
11508,6,2931.0,41.7697847237,-87.5739519554,41.6997566852,-87.6280852818,43,49,5.585797726924261,0.5021907331437431,0,,
6578,4,338.0,41.8551039667,-87.7322454045,41.88366198,-87.7698815509,29,25,2.7646363193063723,0.645961246218252,1,215.0,6696.0
9641,5,2401.0,41.8237128095,-87.6023504372,41.8089162826,-87.5961833442,36,39,1.0705304957730457,0.7789940476948194,0,,
554,1,1032.0,41.9217014922,-87.6559118484,41.8809944707,-87.6327464887,7,32,3.0544793451815604,0.4120141686223352,1,0.0,553.0
3928,2,3008.0,41.9227606205,-87.6991553432,41.874005383,-87.6635175498,22,28,3.83497561207322,0.6072030200888272,0,,
6470,4,116.0,41.859349715,-87.6173580061,41.8679024175,-87.6429586652,33,28,1.4437883861115282,0.6099844652151217,0,,
4880,3,993.0,41.7642434593,-87.5812710169,41.7769506664,-87.5963032107,43,42,1.1708550349741464,0.4853545699629341,1,62.0,4913.0
429,1,826.0,41.927819073,-87.7513626916,41.9152908359,-87.7322869198,19,20,1.3080624010397726,0.6874094391215051,1,57.0,450.0
10082,5,3225.0,41.8997373884,-87.6649539167,41.8932163595,-87.6378442095,24,8,1.4652418669718328,0.4271621536980348,1,24.0,10097.0
5848,3,2699.0,41.9492209135,-87.6519703953,41.8925077809,-87.6262149064,6,8,4.136170198253286,0.4569915389667908,1,0.0,5839.0
7579,4,2219.0,41.922082541,-87.6341560931,41.8809944707,-87.6327464887,7,32,2.839840623651935,0.3889450056673346,1,0.0,7569.0
749,1,1347.0,41.7559614313,-87.551994147,41.7692450579,-87.6201776393,43,69,3.631891518825946,0.6250249939266597,1,146.9120484080213,
9609,5,2335.0,41.8925077809,-87.6262149064,41.9305785697,-87.6422063127,8,7,2.755957428068689,0.3610364219938274,1,0.0,9595.0
487,1,925.0,41.8089162826,-87.5961833442,41.9012069941,-87.6763559892,39,24,7.595092902125591,0.5017747355933031,0,,
4170,2,3348.0,41.8129489392,-87.6178596758,41.8089162826,-87.5961833442,38,39,1.1505506232344267,0.5995083814144206,0,,
3602,2,2469.0,42.001571027,-87.6950125892,41.9867117999,-87.6634164054,2,76,1.920043740993799,0.6039215926517236,1,8.027192270535124,
8683,5,601.0,41.874005383,-87.6635175498,41.9000696026,-87.7209182385,28,23,3.458416704058877,0.4876611817628743,1,104.26124687653282,
9117,5,1380.0,41.7402057565,-87.6159695226,41.7615779081,-87.5727819867,44,43,2.671417185146211,0.7130503988257503,1,69.0,9160.0
6454,4,86.0,41.8950334495,-87.6197106717,41.9218549112,-87.6462109769,8,7,2.300243446607828,0.4580318089143426,1,47.0,6478.0
11336,6,2564.0,41.9074919303,-87.6357600901,41.8809944707,-87.6327464887,8,32,1.837349255605652,0.5158384368953179,0,,
8614,5,441.0,41.7771962546,-87.6424975271,41.7759288274,-87.6665962653,68,67,1.244803385976164,0.6814562406164345,1,310.0,8759.0
11641,6,3242.0,42.0085407611,-87.6949637498,41.8790669938,-87.657005027,2,28,9.156011822075724,0.5219932604848514,0,,
4724,3,703.0,41.8914068203,-87.7518036939,41.8607622624,-87.7006919027,25,29,3.376010784171938,0.5576890263226804,0,,
4682,3,629.0,41.8710158803,-87.6314065252,41.8704150003,-87.6750856208,32,28,2.247699431910955,0.598921107203933,1,37.444240154341855,
970,1,1705.0,41.897983898,-87.6414915334,41.8809944707,-87.6327464887,8,32,1.257086666910188,0.4579298220186701,1,5.0,971.0
101,1,197.0,41.7615779081,-87.5727819867,41.8129489392,-87.6178596758,43,38,4.241617274164078,0.5698987104515219,1,28.0,111.0
10734,6,1166.0,41.8173662079,-87.6988607973,41.9000696026,-87.7209182385,58,23,5.825906030356067,0.6906048356247924,1,0.0,10674.0
4767,3,804.0,41.859349715,-87.6173580061,41.8792550844,-87.642648998,33,28,1.8933633988675933,0.6656940458727529,1,8.0,4772.0
5478,3,2048.0,41.9012069941,-87.6763559892,41.874005383,-87.6635175498,24,28,1.992092065705068,0.5438527665331074,0,,
4110,2,3265.0,41.9067077917,-87.6846859492,41.9192250505,-87.671445766,24,22,1.1006471712841142,0.4035756622169985,1,1.0,4111.0
3353,2,2086.0,41.6738199043,-87.6357397768,41.7174930361,-87.6488950721,53,73,3.092910391994081,0.6773887154084836,0,,
11424,6,2722.0,41.9218774613,-87.6640782395,41.9049353016,-87.6499072264,7,8,1.3788300359574963,0.5202075738547923,1,0.0,11423.0
7562,4,2198.0,41.7607504457,-87.571298655,41.8492467545,-87.6241352979,43,33,6.692725253801523,0.647503930896374,0,,
4918,3,1063.0,42.0013132491,-87.684198195,41.8809944707,-87.6327464887,2,32,8.723658448557993,0.5847123370142767,1,0.0,4908.0
9259,5,1657.0,41.9540276487,-87.7633990316,41.9442266014,-87.6559981815,15,6,5.560445346140885,0.642065802306897,1,0.0,9230.0
1035,1,1815.0,41.8420761168,-87.6339734222,41.874005383,-87.6635175498,34,28,2.679252761749501,0.5733609765430135,1,6.0,1037.0
9169,5,1464.0,41.9209608656,-87.7152528177,41.9799124453,-87.6641882421,22,76,4.845222816364221,0.4805866694435947,1,8.109718046343687,
99,1,186.0,41.9581548757,-87.6530217894,41.8792550844,-87.642648998,3,28,5.47747843786357,0.6127652427241447,0,,
5537,3,2160.0,41.8059116993,-87.5874792581,41.8420111804,-87.6220364612,39,35,3.063835001441087,0.5429056209138089,1,43.65462390264065,
8423,5,41.0,41.9347624564,-87.6398538587,41.9286190509,-87.685362024,6,22,2.377388067444659,0.4983995737220196,1,44.56883599692715,
10659,6,952.0,41.8809944707,-87.6327464887,41.8792550844,-87.642648998,32,28,0.5233994908075175,0.5170155861479394,1,23.0,10668.0
9313,5,1783.0,41.7718485152,-87.695666342,41.7759288274,-87.6665962653,66,67,1.5242356232546312,0.6087477521621568,1,32.15077487692065,
1923,1,3248.0,41.7296764229,-87.5727171342,41.899602111,-87.6333080367,48,8,12.148275001376025,0.7093603649564351,1,0.0,1914.0
9893,5,2880.0,41.9346591566,-87.6467297286,41.8809944707,-87.6327464887,6,32,3.77694995303996,0.5464083633508967,1,0.0,9888.0
4250,2,3453.0,41.8924931672,-87.6647458359,41.8809944707,-87.6327464887,24,32,1.827684920070268,0.4496665969019626,1,0.0,4220.0
3532,2,2369.0,41.826854719,-87.6993365203,41.9210196071,-87.7103591445,58,22,6.530841822907538,0.5946784195954002,1,0.0,3531.0
3210,2,1847.0,41.8416911186,-87.6125639471,41.8270879119,-87.6486268165,35,60,2.1129796769609994,0.5239013380301225,1,282.0,3376.0
4442,3,157.0,41.6813147793,-87.6517530558,41.7341687376,-87.6532196007,53,71,3.6526441255088624,0.5738055458509697,1,0.0,4420.0
5211,3,1562.0,41.8173662079,-87.6988607973,41.8361501547,-87.6487879519,58,60,2.8863028598918707,0.6794375117414504,1,0.0,5212.0
1669,1,2842.0,41.7769506664,-87.5963032107,41.8679024175,-87.6429586652,42,28,6.727676351589092,0.6501229814645613,0,,
2715,2,968.0,41.7107380118,-87.6284185393,41.8849871918,-87.6209929134,49,32,12.045545880487298,0.5951810388593585,1,1.0,2716.0
9904,5,2896.0,41.8997373884,-87.6649539167,41.8932163595,-87.6378442095,24,8,1.4652418669718328,0.4669536803109297,1,0.0,9903.0
8525,5,259.0,41.7865020374,-87.6221973414,41.7830058493,-87.6715775901,40,67,2.555500220178168,0.5387682081492353,1,25.37754208286634,
2973,2,1459.0,41.9414224785,-87.6759539319,41.9286190509,-87.685362024,5,22,1.0081714834725832,0.6801484062419882,0,,
2701,2,950.0,41.8985493636,-87.7606043246,41.8994222543,-87.684490122,25,24,3.914854008515807,0.6316260638011361,1,10.0,2711.0
4415,3,100.0,41.8995065476,-87.6796002867,41.8932163595,-87.6378442095,24,8,2.191049979047627,0.4625585825920366,1,61.0,4443.0
9375,5,1933.0,41.8996701799,-87.6698377982,41.8679024175,-87.6429586652,24,28,2.594135364290326,0.3776016141094044,1,0.0,9366.0
3593,2,2451.0,41.859349715,-87.6173580061,41.8792550844,-87.642648998,33,28,1.8933633988675933,0.4949534130245722,0,,
2876,2,1267.0,41.9002656868,-87.6321092196,41.8809944707,-87.6327464887,8,32,1.3319175992935932,0.3905797801245685,0,,
119,1,235.0,41.794090253,-87.592310855,41.8237128095,-87.6023504372,41,36,2.111021129270327,0.5369812923944329,1,78.30268319019905,
4755,3,776.0,41.8484115955,-87.6914304807,41.8983058696,-87.6536139825,30,24,3.958496701899519,0.6450715673346632,1,8.0,4758.0
9371,5,1922.0,41.9297590466,-87.724267094,41.8786674201,-87.6716536214,22,28,4.447663674886497,0.4465085371427658,0,,
1713,1,2906.0,41.9290776551,-87.6462934762,41.8853000224,-87.6428084655,7,28,3.0300502230761657,0.4875286611796516,1,0.0,1707.0
10420,6,347.0,41.9290776551,-87.6462934762,41.8849871918,-87.6209929134,7,32,3.3125349790262644,0.454422473883847,1,13.0,10424.0
5928,3,2809.0,41.9431550855,-87.640698076,41.8679024175,-87.6429586652,6,28,5.200763457769627,0.4771445710619079,1,6.0,5934.0
1697,1,2876.0,41.9286190509,-87.685362024,41.8852813201,-87.6572331997,22,28,3.325400318899061,0.592645068316069,1,5.0,1698.0
7223,4,1579.0,41.936159071,-87.6612652184,41.9217014922,-87.6559118484,6,7,1.03613418172576,0.5512272134147201,1,163.0,7309.0
1839,1,3118.0,41.8765928828,-87.7598126285,41.8012268363,-87.5853031602,25,41,10.383240580140956,0.6129238605716361,0,,
11112,6,2075.0,41.8038507848,-87.6212199892,41.8809944707,-87.6327464887,38,32,5.363040597217292,0.5243626747880796,0,,
647,1,1166.0,41.8441449609,-87.6829962096,41.8852813201,-87.6572331997,31,28,3.1361974545419398,0.4611290018064642,0,,
4789,3,855.0,41.8950334495,-87.6197106717,41.9218549112,-87.6462109769,8,7,2.300243446607828,0.5139170711363557,1,5.0,4791.0
4215,2,3401.0,41.8996701799,-87.6698377982,41.8706073724,-87.6221729369,24,32,3.1691864074058502,0.4454895439933019,1,0.0,4213.0
11275,6,2446.0,41.8853000224,-87.6428084655,41.8809944707,-87.6327464887,28,32,0.596993445391089,0.5052637187223769,1,8.0,11283.0
4315,2,3540.0,41.7831007248,-87.6084265019,41.8002600946,-87.6175761725,42,40,1.2758548086667651,0.5041829184031931,1,0.0,4303.0
3143,2,1750.0,41.9146162864,-87.6317173661,41.8792550844,-87.642648998,7,28,2.507076634947266,0.560122481156476,1,0.0,3098.0
11044,6,1900.0,41.7925923603,-87.7696154528,41.7296764229,-87.5727171342,56,48,11.039773151608705,0.6375201937731292,0,,
10369,6,212.0,41.9492209135,-87.6519703953,41.8809944707,-87.6327464887,6,32,4.816503155447314,0.5420760117623789,1,0.0,10368.0
6568,4,320.0,41.938232293,-87.6467820813,41.8792550844,-87.642648998,6,28,4.080475186651146,0.4765456334779746,1,1.0,6569.0
10139,5,3338.0,41.8162234797,-87.6516929533,41.8809944707,-87.6327464887,61,32,4.580257817907345,0.5696895304799108,0,,
6157,3,3220.0,41.9005603836,-87.6941973701,41.8809944707,-87.6327464887,24,32,3.437665749016203,0.3861700892035788,0,,
8518,5,238.0,41.9581548757,-87.6530217894,41.8774061234,-87.6219716519,3,32,5.803098864494034,0.6007049113851959,0,,
11746,6,3497.0,41.9255880881,-87.7976006842,41.9558592583,-87.7948169935,18,17,2.09642594583567,0.7900182611903714,0,,
4900,3,1020.0,41.9654457842,-87.6631958495,41.8792550844,-87.642648998,3,28,6.04816367348381,0.6550984190076271,0,,
11485,6,2874.0,41.9751709433,-87.6875155152,42.001571027,-87.6950125892,4,2,1.8642633682511969,0.760921361058539,0,,
379,1,706.0,41.9292629902,-87.6358909539,41.8809944707,-87.6327464887,7,32,3.3389546765965523,0.4247770201910621,1,3.0,381.0
8469,5,142.0,41.783170859,-87.6035588871,41.8792550844,-87.642648998,42,28,6.937107697739449,0.5298242346368467,0,,
3955,2,3046.0,41.9442266014,-87.6559981815,41.874005383,-87.6635175498,6,28,4.867205597074554,0.4966576463309917,1,0.0,3948.0
7391,4,1914.0,41.9000696026,-87.7209182385,41.9442266014,-87.6559981815,23,6,4.521854194666905,0.6074660094789488,0,,
5008,3,1243.0,41.7901713682,-87.6863834792,41.8679024175,-87.6429586652,63,28,5.817453481672927,0.5700449487200615,1,0.0,5003.0
5967,3,2887.0,41.8849871918,-87.6209929134,41.8853000224,-87.6428084655,32,28,1.1223781662126742,0.5004400269103283,0,,
